Team,Season,Week,Date,Opp
Green Bay Packers,1999,11,1999-11-21,Detroit Lions
Green Bay Packers,1999,12,1999-11-29,San Francisco 49ers
Green Bay Packers,1999,13,1999-12-05,Chicago Bears
Green Bay Packers,1999,14,1999-12-12,Carolina Panthers
Green Bay Packers,1999,15,1999-12-20,Minnesota Vikings
Green Bay Packers,1999,16,1999-12-26,Tampa Bay Buccaneers
Green Bay Packers,1999,17,2000-01-02,Arizona Cardinals
Green Bay Packers,2000,1,2000-09-03,New York Jets
Green Bay Packers,2000,2,2000-09-10,Buffalo Bills
Green Bay Packers,2000,3,2000-09-17,Philadelphia Eagles
Green Bay Packers,2000,4,2000-09-24,Arizona Cardinals
Green Bay Packers,2000,5,2000-10-01,Chicago Bears
Green Bay Packers,2000,6,2000-10-08,Detroit Lions
Green Bay Packers,2000,7,2000-10-15,San Francisco 49ers
Green Bay Packers,2000,9,2000-10-29,Miami Dolphins
Green Bay Packers,2000,10,2000-11-06,Minnesota Vikings
Green Bay Packers,2000,11,2000-11-12,Tampa Bay Buccaneers
Green Bay Packers,2000,12,2000-11-19,Indianapolis Colts
Green Bay Packers,2000,13,2000-11-27,Carolina Panthers
Green Bay Packers,2000,14,2000-12-03,Chicago Bears
Green Bay Packers,2000,15,2000-12-10,Detroit Lions
Green Bay Packers,2000,16,2000-12-17,Minnesota Vikings
Green Bay Packers,2000,17,2000-12-24,Tampa Bay Buccaneers
Green Bay Packers,2001,1,2001-09-09,Detroit Lions
Green Bay Packers,2001,2,2001-09-24,Washington Redskins
Green Bay Packers,2001,3,2001-09-30,Carolina Panthers
Green Bay Packers,2001,4,2001-10-07,Tampa Bay Buccaneers
Green Bay Packers,2001,5,2001-10-14,Baltimore Ravens
Green Bay Packers,2001,6,2001-10-21,Minnesota Vikings
Green Bay Packers,2001,8,2001-11-04,Tampa Bay Buccaneers
Green Bay Packers,2001,9,2001-11-11,Chicago Bears
Green Bay Packers,2001,10,2001-11-18,Atlanta Falcons
Green Bay Packers,2001,11,2001-11-22,Detroit Lions
Green Bay Packers,2001,12,2001-12-03,Jacksonville Jaguars
Green Bay Packers,2001,13,2001-12-09,Chicago Bears
Green Bay Packers,2001,14,2001-12-16,Tennessee Titans
Green Bay Packers,2001,15,2001-12-23,Cleveland Browns
Green Bay Packers,2001,16,2001-12-30,Minnesota Vikings
Green Bay Packers,2001,17,2002-01-06,New York Giants
Green Bay Packers,2001,18,2002-01-13,San Francisco 49ers
Green Bay Packers,2001,19,2002-01-20,St. Louis Rams
Green Bay Packers,2002,1,2002-09-08,Atlanta Falcons
Green Bay Packers,2002,2,2002-09-15,New Orleans Saints
Green Bay Packers,2002,3,2002-09-22,Detroit Lions
Green Bay Packers,2002,4,2002-09-29,Carolina Panthers
Green Bay Packers,2002,5,2002-10-07,Chicago Bears
Green Bay Packers,2002,6,2002-10-13,New England Patriots
Green Bay Packers,2002,7,2002-10-20,Washington Redskins
Green Bay Packers,2002,9,2002-11-04,Miami Dolphins
Green Bay Packers,2002,10,2002-11-10,Detroit Lions
Green Bay Packers,2002,11,2002-11-17,Minnesota Vikings
Green Bay Packers,2002,12,2002-11-24,Tampa Bay Buccaneers
Green Bay Packers,2002,13,2002-12-01,Chicago Bears
Green Bay Packers,2002,14,2002-12-08,Minnesota Vikings
Green Bay Packers,2002,15,2002-12-15,San Francisco 49ers
Green Bay Packers,2002,16,2002-12-22,Buffalo Bills
Green Bay Packers,2002,17,2002-12-29,New York Jets
Green Bay Packers,2002,18,2003-01-04,Atlanta Falcons
Green Bay Packers,2003,1,2003-09-07,Minnesota Vikings
Green Bay Packers,2003,2,2003-09-14,Detroit Lions
Green Bay Packers,2003,3,2003-09-21,Arizona Cardinals
Green Bay Packers,2003,4,2003-09-29,Chicago Bears
Green Bay Packers,2003,5,2003-10-05,Seattle Seahawks
Green Bay Packers,2003,6,2003-10-12,Kansas City Chiefs
Green Bay Packers,2003,7,2003-10-19,St. Louis Rams
Green Bay Packers,2003,9,2003-11-02,Minnesota Vikings
Green Bay Packers,2003,10,2003-11-10,Philadelphia Eagles
Green Bay Packers,2003,11,2003-11-16,Tampa Bay Buccaneers
Green Bay Packers,2003,12,2003-11-23,San Francisco 49ers
Green Bay Packers,2003,13,2003-11-27,Detroit Lions
Green Bay Packers,2003,14,2003-12-07,Chicago Bears
Green Bay Packers,2003,15,2003-12-14,San Diego Chargers
Green Bay Packers,2003,16,2003-12-22,Oakland Raiders
Green Bay Packers,2003,17,2003-12-28,Denver Broncos
Green Bay Packers,2003,18,2004-01-04,Seattle Seahawks
Green Bay Packers,2003,19,2004-01-11,Philadelphia Eagles
Green Bay Packers,2004,1,2004-09-13,Carolina Panthers
Green Bay Packers,2004,2,2004-09-19,Chicago Bears
Green Bay Packers,2004,3,2004-09-26,Indianapolis Colts
Green Bay Packers,2004,4,2004-10-03,New York Giants
Green Bay Packers,2004,5,2004-10-11,Tennessee Titans
Green Bay Packers,2004,6,2004-10-17,Detroit Lions
Green Bay Packers,2004,7,2004-10-24,Dallas Cowboys
Green Bay Packers,2004,8,2004-10-31,Washington Redskins
Green Bay Packers,2004,10,2004-11-14,Minnesota Vikings
Green Bay Packers,2004,11,2004-11-21,Houston Texans
Green Bay Packers,2004,12,2004-11-29,St. Louis Rams
Green Bay Packers,2004,13,2004-12-05,Philadelphia Eagles
Green Bay Packers,2004,14,2004-12-12,Detroit Lions
Green Bay Packers,2004,15,2004-12-19,Jacksonville Jaguars
Green Bay Packers,2004,16,2004-12-24,Minnesota Vikings
Green Bay Packers,2004,17,2005-01-02,Chicago Bears
Green Bay Packers,2004,18,2005-01-09,Minnesota Vikings
Green Bay Packers,2005,1,2005-09-11,Detroit Lions
Green Bay Packers,2005,2,2005-09-18,Cleveland Browns
Green Bay Packers,2005,3,2005-09-25,Tampa Bay Buccaneers
Green Bay Packers,2005,4,2005-10-03,Carolina Panthers
Green Bay Packers,2005,5,2005-10-09,New Orleans Saints
Green Bay Packers,2005,7,2005-10-23,Minnesota Vikings
Green Bay Packers,2005,8,2005-10-30,Cincinnati Bengals
Green Bay Packers,2005,9,2005-11-06,Pittsburgh Steelers
Green Bay Packers,2005,10,2005-11-13,Atlanta Falcons
Green Bay Packers,2005,11,2005-11-21,Minnesota Vikings
Green Bay Packers,2005,12,2005-11-27,Philadelphia Eagles
Green Bay Packers,2005,13,2005-12-04,Chicago Bears
Green Bay Packers,2005,14,2005-12-11,Detroit Lions
Green Bay Packers,2005,15,2005-12-19,Baltimore Ravens
Green Bay Packers,2005,16,2005-12-25,Chicago Bears
Green Bay Packers,2005,17,2006-01-01,Seattle Seahawks
Green Bay Packers,2006,1,2006-09-10,Chicago Bears
Green Bay Packers,2006,2,2006-09-17,New Orleans Saints
Green Bay Packers,2006,3,2006-09-24,Detroit Lions
Green Bay Packers,2006,4,2006-10-02,Philadelphia Eagles
Green Bay Packers,2006,5,2006-10-08,St. Louis Rams
Green Bay Packers,2006,7,2006-10-22,Miami Dolphins
Green Bay Packers,2006,8,2006-10-29,Arizona Cardinals
Green Bay Packers,2006,9,2006-11-05,Buffalo Bills
Green Bay Packers,2006,10,2006-11-12,Minnesota Vikings
Green Bay Packers,2006,11,2006-11-19,New England Patriots
Green Bay Packers,2006,12,2006-11-27,Seattle Seahawks
Green Bay Packers,2006,13,2006-12-03,New York Jets
Green Bay Packers,2006,14,2006-12-10,San Francisco 49ers
Green Bay Packers,2006,15,2006-12-17,Detroit Lions
Green Bay Packers,2006,16,2006-12-21,Minnesota Vikings
Green Bay Packers,2006,17,2006-12-31,Chicago Bears
Green Bay Packers,2007,1,2007-09-09,Philadelphia Eagles
Green Bay Packers,2007,2,2007-09-16,New York Giants
Green Bay Packers,2007,3,2007-09-23,San Diego Chargers
Green Bay Packers,2007,4,2007-09-30,Minnesota Vikings
Green Bay Packers,2007,5,2007-10-07,Chicago Bears
Green Bay Packers,2007,6,2007-10-14,Washington Redskins
Green Bay Packers,2007,8,2007-10-29,Denver Broncos
Green Bay Packers,2007,9,2007-11-04,Kansas City Chiefs
Green Bay Packers,2007,10,2007-11-11,Minnesota Vikings
Green Bay Packers,2007,11,2007-11-18,Carolina Panthers
Green Bay Packers,2007,12,2007-11-22,Detroit Lions
Green Bay Packers,2007,13,2007-11-29,Dallas Cowboys
Green Bay Packers,2007,14,2007-12-09,Oakland Raiders
Green Bay Packers,2007,15,2007-12-16,St. Louis Rams
Green Bay Packers,2007,16,2007-12-23,Chicago Bears
Green Bay Packers,2007,17,2007-12-30,Detroit Lions
Green Bay Packers,2007,18,2008-01-12,Seattle Seahawks
Green Bay Packers,2007,19,2008-01-20,New York Giants
Green Bay Packers,2008,1,2008-09-08,Minnesota Vikings
Green Bay Packers,2008,2,2008-09-14,Detroit Lions
Green Bay Packers,2008,3,2008-09-21,Dallas Cowboys
Green Bay Packers,2008,4,2008-09-28,Tampa Bay Buccaneers
Green Bay Packers,2008,5,2008-10-05,Atlanta Falcons
Green Bay Packers,2008,6,2008-10-12,Seattle Seahawks
Green Bay Packers,2008,7,2008-10-19,Indianapolis Colts
Green Bay Packers,2008,9,2008-11-02,Tennessee Titans
Green Bay Packers,2008,10,2008-11-09,Minnesota Vikings
Green Bay Packers,2008,11,2008-11-16,Chicago Bears
Green Bay Packers,2008,12,2008-11-24,New Orleans Saints
Green Bay Packers,2008,13,2008-11-30,Carolina Panthers
Green Bay Packers,2008,14,2008-12-07,Houston Texans
Green Bay Packers,2008,15,2008-12-14,Jacksonville Jaguars
Green Bay Packers,2008,16,2008-12-22,Chicago Bears
Green Bay Packers,2008,17,2008-12-28,Detroit Lions
Green Bay Packers,2009,1,2009-09-13,Chicago Bears
Green Bay Packers,2009,2,2009-09-20,Cincinnati Bengals
Green Bay Packers,2009,3,2009-09-27,St. Louis Rams
Green Bay Packers,2009,4,2009-10-05,Minnesota Vikings
Green Bay Packers,2009,6,2009-10-18,Detroit Lions
Green Bay Packers,2009,7,2009-10-25,Cleveland Browns
Green Bay Packers,2009,8,2009-11-01,Minnesota Vikings
Green Bay Packers,2009,9,2009-11-08,Tampa Bay Buccaneers
Green Bay Packers,2009,10,2009-11-15,Dallas Cowboys
Green Bay Packers,2009,11,2009-11-22,San Francisco 49ers
Green Bay Packers,2009,12,2009-11-26,Detroit Lions
Green Bay Packers,2009,13,2009-12-07,Baltimore Ravens
Green Bay Packers,2009,14,2009-12-13,Chicago Bears
Green Bay Packers,2009,15,2009-12-20,Pittsburgh Steelers
Green Bay Packers,2009,16,2009-12-27,Seattle Seahawks
Green Bay Packers,2009,17,2010-01-03,Arizona Cardinals
Green Bay Packers,2009,18,2010-01-10,Arizona Cardinals
Green Bay Packers,2010,1,2010-09-12,Philadelphia Eagles
Green Bay Packers,2010,2,2010-09-19,Buffalo Bills
Green Bay Packers,2010,3,2010-09-27,Chicago Bears
Green Bay Packers,2010,4,2010-10-03,Detroit Lions
Green Bay Packers,2010,5,2010-10-10,Washington Redskins
Green Bay Packers,2010,6,2010-10-17,Miami Dolphins
Green Bay Packers,2010,7,2010-10-24,Minnesota Vikings
Green Bay Packers,2010,8,2010-10-31,New York Jets
Green Bay Packers,2010,9,2010-11-07,Dallas Cowboys
Green Bay Packers,2010,11,2010-11-21,Minnesota Vikings
Green Bay Packers,2010,12,2010-11-28,Atlanta Falcons
Green Bay Packers,2010,13,2010-12-05,San Francisco 49ers
Green Bay Packers,2010,14,2010-12-12,Detroit Lions
Green Bay Packers,2010,15,2010-12-19,New England Patriots
Green Bay Packers,2010,16,2010-12-26,New York Giants
Green Bay Packers,2010,17,2011-01-02,Chicago Bears
Green Bay Packers,2010,18,2011-01-09,Philadelphia Eagles
Green Bay Packers,2010,19,2011-01-15,Atlanta Falcons
Green Bay Packers,2010,20,2011-01-23,Chicago Bears
Green Bay Packers,2010,21,2011-02-06,Pittsburgh Steelers
Green Bay Packers,2011,1,2011-09-08,New Orleans Saints
Green Bay Packers,2011,2,2011-09-18,Carolina Panthers
Green Bay Packers,2011,3,2011-09-25,Chicago Bears
Green Bay Packers,2011,4,2011-10-02,Denver Broncos
Green Bay Packers,2011,5,2011-10-09,Atlanta Falcons
Green Bay Packers,2011,6,2011-10-16,St. Louis Rams
Green Bay Packers,2011,7,2011-10-23,Minnesota Vikings
Green Bay Packers,2011,9,2011-11-06,San Diego Chargers
Green Bay Packers,2011,10,2011-11-14,Minnesota Vikings
Green Bay Packers,2011,11,2011-11-20,Tampa Bay Buccaneers
Green Bay Packers,2011,12,2011-11-24,Detroit Lions
Green Bay Packers,2011,13,2011-12-04,New York Giants
Green Bay Packers,2011,14,2011-12-11,Oakland Raiders
Green Bay Packers,2011,15,2011-12-18,Kansas City Chiefs
Green Bay Packers,2011,16,2011-12-25,Chicago Bears
Green Bay Packers,2011,17,2012-01-01,Detroit Lions
Green Bay Packers,2011,18,2012-01-15,New York Giants
Green Bay Packers,2012,1,2012-09-09,San Francisco 49ers
Green Bay Packers,2012,2,2012-09-13,Chicago Bears
Green Bay Packers,2012,3,2012-09-24,Seattle Seahawks
Green Bay Packers,2012,4,2012-09-30,New Orleans Saints
Green Bay Packers,2012,5,2012-10-07,Indianapolis Colts
Green Bay Packers,2012,6,2012-10-14,Houston Texans
Green Bay Packers,2012,7,2012-10-21,St. Louis Rams
Green Bay Packers,2012,8,2012-10-28,Jacksonville Jaguars
Green Bay Packers,2012,9,2012-11-04,Arizona Cardinals
Green Bay Packers,2012,11,2012-11-18,Detroit Lions
Green Bay Packers,2012,12,2012-11-25,New York Giants
Green Bay Packers,2012,13,2012-12-02,Minnesota Vikings
Green Bay Packers,2012,14,2012-12-09,Detroit Lions
Green Bay Packers,2012,15,2012-12-16,Chicago Bears
Green Bay Packers,2012,16,2012-12-23,Tennessee Titans
Green Bay Packers,2012,17,2012-12-30,Minnesota Vikings
Green Bay Packers,2012,18,2013-01-05,Minnesota Vikings
Green Bay Packers,2012,19,2013-01-12,San Francisco 49ers
Green Bay Packers,2013,1,2013-09-08,San Francisco 49ers
Green Bay Packers,2013,2,2013-09-15,Washington Redskins
Green Bay Packers,2013,3,2013-09-22,Cincinnati Bengals
Green Bay Packers,2013,5,2013-10-06,Detroit Lions
Green Bay Packers,2013,6,2013-10-13,Baltimore Ravens
Green Bay Packers,2013,7,2013-10-20,Cleveland Browns
Green Bay Packers,2013,8,2013-10-27,Minnesota Vikings
Green Bay Packers,2013,9,2013-11-04,Chicago Bears
Green Bay Packers,2013,10,2013-11-10,Philadelphia Eagles
Green Bay Packers,2013,11,2013-11-17,New York Giants
Green Bay Packers,2013,12,2013-11-24,Minnesota Vikings
Green Bay Packers,2013,13,2013-11-28,Detroit Lions
Green Bay Packers,2013,14,2013-12-08,Atlanta Falcons
Green Bay Packers,2013,15,2013-12-15,Dallas Cowboys
Green Bay Packers,2013,16,2013-12-22,Pittsburgh Steelers
Green Bay Packers,2013,17,2013-12-29,Chicago Bears
Green Bay Packers,2013,18,2014-01-05,San Francisco 49ers
Green Bay Packers,2014,1,2014-09-04,Seattle Seahawks
Green Bay Packers,2014,2,2014-09-14,New York Jets
Green Bay Packers,2014,3,2014-09-21,Detroit Lions
Green Bay Packers,2014,4,2014-09-28,Chicago Bears
Green Bay Packers,2014,5,2014-10-02,Minnesota Vikings
Green Bay Packers,2014,6,2014-10-12,Miami Dolphins
Green Bay Packers,2014,7,2014-10-19,Carolina Panthers
Green Bay Packers,2014,8,2014-10-26,New Orleans Saints
Green Bay Packers,2014,10,2014-11-09,Chicago Bears
Green Bay Packers,2014,11,2014-11-16,Philadelphia Eagles
Green Bay Packers,2014,12,2014-11-23,Minnesota Vikings
Green Bay Packers,2014,13,2014-11-30,New England Patriots
Green Bay Packers,2014,14,2014-12-08,Atlanta Falcons
Green Bay Packers,2014,15,2014-12-14,Buffalo Bills
Green Bay Packers,2014,16,2014-12-21,Tampa Bay Buccaneers
Green Bay Packers,2014,17,2014-12-28,Detroit Lions
Green Bay Packers,2014,18,2015-01-11,Dallas Cowboys
Green Bay Packers,2014,19,2015-01-18,Seattle Seahawks
Green Bay Packers,2015,1,2015-09-13,Chicago Bears
Green Bay Packers,2015,2,2015-09-20,Seattle Seahawks
Green Bay Packers,2015,3,2015-09-28,Kansas City Chiefs
Green Bay Packers,2015,4,2015-10-04,San Francisco 49ers
Green Bay Packers,2015,5,2015-10-11,St. Louis Rams
Green Bay Packers,2015,6,2015-10-18,San Diego Chargers
Green Bay Packers,2015,8,2015-11-01,Denver Broncos
Green Bay Packers,2015,9,2015-11-08,Carolina Panthers
Green Bay Packers,2015,10,2015-11-15,Detroit Lions
Green Bay Packers,2015,11,2015-11-22,Minnesota Vikings
Green Bay Packers,2015,12,2015-11-26,Chicago Bears
Green Bay Packers,2015,13,2015-12-03,Detroit Lions
Green Bay Packers,2015,14,2015-12-13,Dallas Cowboys
Green Bay Packers,2015,15,2015-12-20,Oakland Raiders
Green Bay Packers,2015,16,2015-12-27,Arizona Cardinals
Green Bay Packers,2015,17,2016-01-03,Minnesota Vikings
Green Bay Packers,2015,18,2016-01-10,Washington Redskins
Green Bay Packers,2015,19,2016-01-16,Arizona Cardinals
Green Bay Packers,2016,1,2016-09-11,Jacksonville Jaguars
Green Bay Packers,2016,2,2016-09-18,Minnesota Vikings
Green Bay Packers,2016,3,2016-09-25,Detroit Lions
Green Bay Packers,2016,5,2016-10-09,New York Giants
Green Bay Packers,2016,6,2016-10-16,Dallas Cowboys
Green Bay Packers,2016,7,2016-10-20,Chicago Bears
Green Bay Packers,2016,8,2016-10-30,Atlanta Falcons
