Team,Season,Week,Date,Opp
San Francisco 49ers,1992,15,1992-12-13,Minnesota Vikings
San Francisco 49ers,1992,16,1992-12-19,Tampa Bay Buccaneers
San Francisco 49ers,1992,17,1992-12-28,Detroit Lions
San Francisco 49ers,1992,18,1993-01-09,Washington Redskins
San Francisco 49ers,1992,19,1993-01-17,Dallas Cowboys
San Francisco 49ers,1993,1,1993-09-05,Pittsburgh Steelers
San Francisco 49ers,1993,2,1993-09-13,Cleveland Browns
San Francisco 49ers,1993,3,1993-09-19,Atlanta Falcons
San Francisco 49ers,1993,4,1993-09-26,New Orleans Saints
San Francisco 49ers,1993,5,1993-10-03,Minnesota Vikings
San Francisco 49ers,1993,7,1993-10-17,Dallas Cowboys
San Francisco 49ers,1993,8,1993-10-24,Phoenix Cardinals
San Francisco 49ers,1993,9,1993-10-31,Los Angeles Rams
San Francisco 49ers,1993,11,1993-11-14,Tampa Bay Buccaneers
San Francisco 49ers,1993,12,1993-11-22,New Orleans Saints
San Francisco 49ers,1993,13,1993-11-28,Los Angeles Rams
San Francisco 49ers,1993,14,1993-12-05,Cincinnati Bengals
San Francisco 49ers,1993,15,1993-12-11,Atlanta Falcons
San Francisco 49ers,1993,16,1993-12-19,Detroit Lions
San Francisco 49ers,1993,17,1993-12-25,Houston Oilers
San Francisco 49ers,1993,18,1994-01-03,Philadelphia Eagles
San Francisco 49ers,1993,19,1994-01-15,New York Giants
San Francisco 49ers,1993,20,1994-01-23,Dallas Cowboys
San Francisco 49ers,1994,1,1994-09-05,Los Angeles Raiders
San Francisco 49ers,1994,2,1994-09-11,Kansas City Chiefs
San Francisco 49ers,1994,3,1994-09-18,Los Angeles Rams
San Francisco 49ers,1994,4,1994-09-25,New Orleans Saints
San Francisco 49ers,1994,5,1994-10-02,Philadelphia Eagles
San Francisco 49ers,1994,6,1994-10-09,Detroit Lions
San Francisco 49ers,1994,7,1994-10-16,Atlanta Falcons
San Francisco 49ers,1994,8,1994-10-23,Tampa Bay Buccaneers
San Francisco 49ers,1994,10,1994-11-06,Washington Redskins
San Francisco 49ers,1994,11,1994-11-13,Dallas Cowboys
San Francisco 49ers,1994,12,1994-11-20,Los Angeles Rams
San Francisco 49ers,1994,13,1994-11-28,New Orleans Saints
San Francisco 49ers,1994,14,1994-12-04,Atlanta Falcons
San Francisco 49ers,1994,15,1994-12-11,San Diego Chargers
San Francisco 49ers,1994,16,1994-12-17,Denver Broncos
San Francisco 49ers,1994,17,1994-12-26,Minnesota Vikings
San Francisco 49ers,1994,18,1995-01-07,Chicago Bears
San Francisco 49ers,1994,19,1995-01-15,Dallas Cowboys
San Francisco 49ers,1994,20,1995-01-29,San Diego Chargers
San Francisco 49ers,1995,1,1995-09-03,New Orleans Saints
San Francisco 49ers,1995,2,1995-09-10,Atlanta Falcons
San Francisco 49ers,1995,3,1995-09-17,New England Patriots
San Francisco 49ers,1995,4,1995-09-25,Detroit Lions
San Francisco 49ers,1995,5,1995-10-01,New York Giants
San Francisco 49ers,1995,7,1995-10-15,Indianapolis Colts
San Francisco 49ers,1995,8,1995-10-22,St. Louis Rams
San Francisco 49ers,1995,9,1995-10-29,New Orleans Saints
San Francisco 49ers,1995,10,1995-11-05,Carolina Panthers
San Francisco 49ers,1995,11,1995-11-12,Dallas Cowboys
San Francisco 49ers,1995,12,1995-11-20,Miami Dolphins
San Francisco 49ers,1995,13,1995-11-26,St. Louis Rams
San Francisco 49ers,1995,14,1995-12-03,Buffalo Bills
San Francisco 49ers,1995,15,1995-12-10,Carolina Panthers
San Francisco 49ers,1995,16,1995-12-18,Minnesota Vikings
San Francisco 49ers,1995,17,1995-12-24,Atlanta Falcons
San Francisco 49ers,1995,18,1996-01-06,Green Bay Packers
San Francisco 49ers,1996,1,1996-09-01,New Orleans Saints
San Francisco 49ers,1996,2,1996-09-08,St. Louis Rams
San Francisco 49ers,1996,4,1996-09-22,Carolina Panthers
San Francisco 49ers,1996,5,1996-09-29,Atlanta Falcons
San Francisco 49ers,1996,6,1996-10-06,St. Louis Rams
San Francisco 49ers,1996,7,1996-10-14,Green Bay Packers
San Francisco 49ers,1996,8,1996-10-20,Cincinnati Bengals
San Francisco 49ers,1996,9,1996-10-27,Houston Oilers
San Francisco 49ers,1996,10,1996-11-03,New Orleans Saints
San Francisco 49ers,1996,11,1996-11-10,Dallas Cowboys
San Francisco 49ers,1996,12,1996-11-17,Baltimore Ravens
San Francisco 49ers,1996,13,1996-11-24,Washington Redskins
San Francisco 49ers,1996,14,1996-12-02,Atlanta Falcons
San Francisco 49ers,1996,15,1996-12-08,Carolina Panthers
San Francisco 49ers,1996,16,1996-12-15,Pittsburgh Steelers
San Francisco 49ers,1996,17,1996-12-23,Detroit Lions
San Francisco 49ers,1996,18,1996-12-29,Philadelphia Eagles
San Francisco 49ers,1996,19,1997-01-04,Green Bay Packers
San Francisco 49ers,1997,1,1997-08-31,Tampa Bay Buccaneers
San Francisco 49ers,1997,2,1997-09-07,St. Louis Rams
San Francisco 49ers,1997,3,1997-09-14,New Orleans Saints
San Francisco 49ers,1997,4,1997-09-21,Atlanta Falcons
San Francisco 49ers,1997,5,1997-09-29,Carolina Panthers
San Francisco 49ers,1997,7,1997-10-12,St. Louis Rams
San Francisco 49ers,1997,8,1997-10-19,Atlanta Falcons
San Francisco 49ers,1997,9,1997-10-26,New Orleans Saints
San Francisco 49ers,1997,10,1997-11-02,Dallas Cowboys
San Francisco 49ers,1997,11,1997-11-10,Philadelphia Eagles
San Francisco 49ers,1997,12,1997-11-16,Carolina Panthers
San Francisco 49ers,1997,13,1997-11-23,San Diego Chargers
San Francisco 49ers,1997,14,1997-11-30,Kansas City Chiefs
San Francisco 49ers,1997,15,1997-12-07,Minnesota Vikings
San Francisco 49ers,1997,16,1997-12-15,Denver Broncos
San Francisco 49ers,1997,17,1997-12-21,Seattle Seahawks
San Francisco 49ers,1997,18,1998-01-03,Minnesota Vikings
San Francisco 49ers,1997,19,1998-01-11,Green Bay Packers
San Francisco 49ers,1998,1,1998-09-06,New York Jets
San Francisco 49ers,1998,2,1998-09-14,Washington Redskins
San Francisco 49ers,1998,4,1998-09-27,Atlanta Falcons
San Francisco 49ers,1998,5,1998-10-04,Buffalo Bills
San Francisco 49ers,1998,6,1998-10-11,New Orleans Saints
San Francisco 49ers,1998,7,1998-10-18,Indianapolis Colts
San Francisco 49ers,1998,8,1998-10-25,St. Louis Rams
San Francisco 49ers,1998,9,1998-11-01,Green Bay Packers
San Francisco 49ers,1998,10,1998-11-08,Carolina Panthers
San Francisco 49ers,1998,11,1998-11-15,Atlanta Falcons
San Francisco 49ers,1998,12,1998-11-22,New Orleans Saints
San Francisco 49ers,1998,13,1998-11-30,New York Giants
San Francisco 49ers,1998,14,1998-12-06,Carolina Panthers
San Francisco 49ers,1998,15,1998-12-14,Detroit Lions
San Francisco 49ers,1998,16,1998-12-20,New England Patriots
San Francisco 49ers,1998,17,1998-12-27,St. Louis Rams
San Francisco 49ers,1998,18,1999-01-03,Green Bay Packers
San Francisco 49ers,1998,19,1999-01-09,Atlanta Falcons
San Francisco 49ers,1999,1,1999-09-12,Jacksonville Jaguars
San Francisco 49ers,1999,2,1999-09-19,New Orleans Saints
San Francisco 49ers,1999,3,1999-09-27,Arizona Cardinals
San Francisco 49ers,1999,4,1999-10-03,Tennessee Titans
San Francisco 49ers,1999,5,1999-10-10,St. Louis Rams
San Francisco 49ers,1999,6,1999-10-17,Carolina Panthers
San Francisco 49ers,1999,7,1999-10-24,Minnesota Vikings
San Francisco 49ers,1999,9,1999-11-07,Pittsburgh Steelers
San Francisco 49ers,1999,10,1999-11-14,New Orleans Saints
San Francisco 49ers,1999,11,1999-11-21,St. Louis Rams
San Francisco 49ers,1999,12,1999-11-29,Green Bay Packers
San Francisco 49ers,1999,13,1999-12-05,Cincinnati Bengals
San Francisco 49ers,1999,14,1999-12-12,Atlanta Falcons
San Francisco 49ers,1999,15,1999-12-18,Carolina Panthers
San Francisco 49ers,1999,16,1999-12-26,Washington Redskins
San Francisco 49ers,1999,17,2000-01-03,Atlanta Falcons
San Francisco 49ers,2000,1,2000-09-03,Atlanta Falcons
San Francisco 49ers,2000,2,2000-09-10,Carolina Panthers
San Francisco 49ers,2000,3,2000-09-17,St. Louis Rams
San Francisco 49ers,2000,4,2000-09-24,Dallas Cowboys
San Francisco 49ers,2000,5,2000-10-01,Arizona Cardinals
San Francisco 49ers,2000,6,2000-10-08,Oakland Raiders
San Francisco 49ers,2000,7,2000-10-15,Green Bay Packers
San Francisco 49ers,2000,8,2000-10-22,Carolina Panthers
San Francisco 49ers,2000,9,2000-10-29,St. Louis Rams
San Francisco 49ers,2000,10,2000-11-05,New Orleans Saints
San Francisco 49ers,2000,11,2000-11-12,Kansas City Chiefs
San Francisco 49ers,2000,12,2000-11-19,Atlanta Falcons
San Francisco 49ers,2000,14,2000-12-03,San Diego Chargers
San Francisco 49ers,2000,15,2000-12-10,New Orleans Saints
San Francisco 49ers,2000,16,2000-12-17,Chicago Bears
San Francisco 49ers,2000,17,2000-12-23,Denver Broncos
San Francisco 49ers,2001,1,2001-09-09,Atlanta Falcons
San Francisco 49ers,2001,2,2001-09-23,St. Louis Rams
San Francisco 49ers,2001,3,2001-10-01,New York Jets
San Francisco 49ers,2001,4,2001-10-07,Carolina Panthers
San Francisco 49ers,2001,5,2001-10-14,Atlanta Falcons
San Francisco 49ers,2001,7,2001-10-28,Chicago Bears
San Francisco 49ers,2001,8,2001-11-04,Detroit Lions
San Francisco 49ers,2001,9,2001-11-11,New Orleans Saints
San Francisco 49ers,2001,10,2001-11-18,Carolina Panthers
San Francisco 49ers,2001,11,2001-11-25,Indianapolis Colts
San Francisco 49ers,2001,12,2001-12-02,Buffalo Bills
San Francisco 49ers,2001,13,2001-12-09,St. Louis Rams
San Francisco 49ers,2001,14,2001-12-16,Miami Dolphins
San Francisco 49ers,2001,15,2001-12-22,Philadelphia Eagles
San Francisco 49ers,2001,16,2001-12-30,Dallas Cowboys
San Francisco 49ers,2001,17,2002-01-06,New Orleans Saints
San Francisco 49ers,2001,18,2002-01-13,Green Bay Packers
San Francisco 49ers,2002,1,2002-09-05,New York Giants
San Francisco 49ers,2002,2,2002-09-15,Denver Broncos
San Francisco 49ers,2002,3,2002-09-22,Washington Redskins
San Francisco 49ers,2002,5,2002-10-06,St. Louis Rams
San Francisco 49ers,2002,6,2002-10-14,Seattle Seahawks
San Francisco 49ers,2002,7,2002-10-20,New Orleans Saints
San Francisco 49ers,2002,8,2002-10-27,Arizona Cardinals
San Francisco 49ers,2002,9,2002-11-03,Oakland Raiders
San Francisco 49ers,2002,10,2002-11-10,Kansas City Chiefs
San Francisco 49ers,2002,11,2002-11-17,San Diego Chargers
San Francisco 49ers,2002,12,2002-11-25,Philadelphia Eagles
San Francisco 49ers,2002,13,2002-12-01,Seattle Seahawks
San Francisco 49ers,2002,14,2002-12-08,Dallas Cowboys
San Francisco 49ers,2002,15,2002-12-15,Green Bay Packers
San Francisco 49ers,2002,16,2002-12-21,Arizona Cardinals
San Francisco 49ers,2002,17,2002-12-30,St. Louis Rams
San Francisco 49ers,2002,18,2003-01-05,New York Giants
San Francisco 49ers,2002,19,2003-01-12,Tampa Bay Buccaneers
San Francisco 49ers,2003,1,2003-09-07,Chicago Bears
San Francisco 49ers,2003,2,2003-09-14,St. Louis Rams
San Francisco 49ers,2003,3,2003-09-21,Cleveland Browns
San Francisco 49ers,2003,4,2003-09-28,Minnesota Vikings
San Francisco 49ers,2003,5,2003-10-05,Detroit Lions
San Francisco 49ers,2003,6,2003-10-12,Seattle Seahawks
San Francisco 49ers,2003,7,2003-10-19,Tampa Bay Buccaneers
San Francisco 49ers,2003,8,2003-10-26,Arizona Cardinals
San Francisco 49ers,2003,9,2003-11-02,St. Louis Rams
San Francisco 49ers,2003,11,2003-11-17,Pittsburgh Steelers
San Francisco 49ers,2003,12,2003-11-23,Green Bay Packers
San Francisco 49ers,2003,13,2003-11-30,Baltimore Ravens
San Francisco 49ers,2003,14,2003-12-07,Arizona Cardinals
San Francisco 49ers,2003,15,2003-12-14,Cincinnati Bengals
San Francisco 49ers,2003,16,2003-12-21,Philadelphia Eagles
San Francisco 49ers,2003,17,2003-12-27,Seattle Seahawks
San Francisco 49ers,2004,1,2004-09-12,Atlanta Falcons
San Francisco 49ers,2004,2,2004-09-19,New Orleans Saints
San Francisco 49ers,2004,3,2004-09-26,Seattle Seahawks
San Francisco 49ers,2004,4,2004-10-03,St. Louis Rams
San Francisco 49ers,2004,5,2004-10-10,Arizona Cardinals
San Francisco 49ers,2004,6,2004-10-17,New York Jets
San Francisco 49ers,2004,8,2004-10-31,Chicago Bears
San Francisco 49ers,2004,9,2004-11-07,Seattle Seahawks
San Francisco 49ers,2004,10,2004-11-14,Carolina Panthers
San Francisco 49ers,2004,11,2004-11-21,Tampa Bay Buccaneers
San Francisco 49ers,2004,12,2004-11-28,Miami Dolphins
San Francisco 49ers,2004,13,2004-12-05,St. Louis Rams
San Francisco 49ers,2004,14,2004-12-12,Arizona Cardinals
San Francisco 49ers,2004,15,2004-12-18,Washington Redskins
San Francisco 49ers,2004,16,2004-12-26,Buffalo Bills
San Francisco 49ers,2004,17,2005-01-02,New England Patriots
San Francisco 49ers,2005,1,2005-09-11,St. Louis Rams
San Francisco 49ers,2005,2,2005-09-18,Philadelphia Eagles
San Francisco 49ers,2005,3,2005-09-25,Dallas Cowboys
San Francisco 49ers,2005,4,2005-10-02,Arizona Cardinals
San Francisco 49ers,2005,5,2005-10-09,Indianapolis Colts
San Francisco 49ers,2005,7,2005-10-23,Washington Redskins
San Francisco 49ers,2005,8,2005-10-30,Tampa Bay Buccaneers
San Francisco 49ers,2005,9,2005-11-06,New York Giants
San Francisco 49ers,2005,10,2005-11-13,Chicago Bears
San Francisco 49ers,2005,11,2005-11-20,Seattle Seahawks
San Francisco 49ers,2005,12,2005-11-27,Tennessee Titans
San Francisco 49ers,2005,13,2005-12-04,Arizona Cardinals
San Francisco 49ers,2005,14,2005-12-11,Seattle Seahawks
San Francisco 49ers,2005,15,2005-12-18,Jacksonville Jaguars
San Francisco 49ers,2005,16,2005-12-24,St. Louis Rams
San Francisco 49ers,2005,17,2006-01-01,Houston Texans
San Francisco 49ers,2006,1,2006-09-10,Arizona Cardinals
San Francisco 49ers,2006,2,2006-09-17,St. Louis Rams
San Francisco 49ers,2006,3,2006-09-24,Philadelphia Eagles
San Francisco 49ers,2006,4,2006-10-01,Kansas City Chiefs
San Francisco 49ers,2006,5,2006-10-08,Oakland Raiders
San Francisco 49ers,2006,6,2006-10-15,San Diego Chargers
San Francisco 49ers,2006,8,2006-10-29,Chicago Bears
San Francisco 49ers,2006,9,2006-11-05,Minnesota Vikings
San Francisco 49ers,2006,10,2006-11-12,Detroit Lions
San Francisco 49ers,2006,11,2006-11-19,Seattle Seahawks
San Francisco 49ers,2006,12,2006-11-26,St. Louis Rams
San Francisco 49ers,2006,13,2006-12-03,New Orleans Saints
San Francisco 49ers,2006,14,2006-12-10,Green Bay Packers
San Francisco 49ers,2006,15,2006-12-14,Seattle Seahawks
San Francisco 49ers,2006,16,2006-12-24,Arizona Cardinals
San Francisco 49ers,2006,17,2006-12-31,Denver Broncos
San Francisco 49ers,2007,1,2007-09-10,Arizona Cardinals
San Francisco 49ers,2007,2,2007-09-16,St. Louis Rams
San Francisco 49ers,2007,3,2007-09-23,Pittsburgh Steelers
San Francisco 49ers,2007,4,2007-09-30,Seattle Seahawks
San Francisco 49ers,2007,5,2007-10-07,Baltimore Ravens
San Francisco 49ers,2007,7,2007-10-21,New York Giants
San Francisco 49ers,2007,8,2007-10-28,New Orleans Saints
San Francisco 49ers,2007,9,2007-11-04,Atlanta Falcons
San Francisco 49ers,2007,10,2007-11-12,Seattle Seahawks
San Francisco 49ers,2007,11,2007-11-18,St. Louis Rams
San Francisco 49ers,2007,12,2007-11-25,Arizona Cardinals
San Francisco 49ers,2007,13,2007-12-02,Carolina Panthers
San Francisco 49ers,2007,14,2007-12-09,Minnesota Vikings
San Francisco 49ers,2007,15,2007-12-15,Cincinnati Bengals
San Francisco 49ers,2007,16,2007-12-23,Tampa Bay Buccaneers
San Francisco 49ers,2007,17,2007-12-30,Cleveland Browns
San Francisco 49ers,2008,1,2008-09-07,Arizona Cardinals
San Francisco 49ers,2008,2,2008-09-14,Seattle Seahawks
San Francisco 49ers,2008,3,2008-09-21,Detroit Lions
San Francisco 49ers,2008,4,2008-09-28,New Orleans Saints
San Francisco 49ers,2008,5,2008-10-05,New England Patriots
San Francisco 49ers,2008,6,2008-10-12,Philadelphia Eagles
San Francisco 49ers,2008,7,2008-10-19,New York Giants
San Francisco 49ers,2008,8,2008-10-26,Seattle Seahawks
San Francisco 49ers,2008,10,2008-11-10,Arizona Cardinals
San Francisco 49ers,2008,11,2008-11-16,St. Louis Rams
San Francisco 49ers,2008,12,2008-11-23,Dallas Cowboys
San Francisco 49ers,2008,13,2008-11-30,Buffalo Bills
San Francisco 49ers,2008,14,2008-12-07,New York Jets
San Francisco 49ers,2008,15,2008-12-14,Miami Dolphins
San Francisco 49ers,2008,16,2008-12-21,St. Louis Rams
San Francisco 49ers,2008,17,2008-12-28,Washington Redskins
San Francisco 49ers,2009,1,2009-09-13,Arizona Cardinals
San Francisco 49ers,2009,2,2009-09-20,Seattle Seahawks
San Francisco 49ers,2009,3,2009-09-27,Minnesota Vikings
San Francisco 49ers,2009,4,2009-10-04,St. Louis Rams
San Francisco 49ers,2009,5,2009-10-11,Atlanta Falcons
San Francisco 49ers,2009,7,2009-10-25,Houston Texans
San Francisco 49ers,2009,8,2009-11-01,Indianapolis Colts
San Francisco 49ers,2009,9,2009-11-08,Tennessee Titans
San Francisco 49ers,2009,10,2009-11-12,Chicago Bears
San Francisco 49ers,2009,11,2009-11-22,Green Bay Packers
San Francisco 49ers,2009,12,2009-11-29,Jacksonville Jaguars
San Francisco 49ers,2009,13,2009-12-06,Seattle Seahawks
San Francisco 49ers,2009,14,2009-12-14,Arizona Cardinals
San Francisco 49ers,2009,15,2009-12-20,Philadelphia Eagles
San Francisco 49ers,2009,16,2009-12-27,Detroit Lions
San Francisco 49ers,2009,17,2010-01-03,St. Louis Rams
San Francisco 49ers,2010,1,2010-09-12,Seattle Seahawks
San Francisco 49ers,2010,2,2010-09-20,New Orleans Saints
San Francisco 49ers,2010,3,2010-09-26,Kansas City Chiefs
San Francisco 49ers,2010,4,2010-10-03,Atlanta Falcons
San Francisco 49ers,2010,5,2010-10-10,Philadelphia Eagles
San Francisco 49ers,2010,6,2010-10-17,Oakland Raiders
San Francisco 49ers,2010,7,2010-10-24,Carolina Panthers
San Francisco 49ers,2010,8,2010-10-31,Denver Broncos
San Francisco 49ers,2010,10,2010-11-14,St. Louis Rams
San Francisco 49ers,2010,11,2010-11-21,Tampa Bay Buccaneers
San Francisco 49ers,2010,12,2010-11-29,Arizona Cardinals
San Francisco 49ers,2010,13,2010-12-05,Green Bay Packers
San Francisco 49ers,2010,14,2010-12-12,Seattle Seahawks
San Francisco 49ers,2010,15,2010-12-16,San Diego Chargers
San Francisco 49ers,2010,16,2010-12-26,St. Louis Rams
San Francisco 49ers,2010,17,2011-01-02,Arizona Cardinals
San Francisco 49ers,2011,1,2011-09-11,Seattle Seahawks
San Francisco 49ers,2011,2,2011-09-18,Dallas Cowboys
San Francisco 49ers,2011,3,2011-09-25,Cincinnati Bengals
San Francisco 49ers,2011,4,2011-10-02,Philadelphia Eagles
San Francisco 49ers,2011,5,2011-10-09,Tampa Bay Buccaneers
San Francisco 49ers,2011,6,2011-10-16,Detroit Lions
San Francisco 49ers,2011,8,2011-10-30,Cleveland Browns
San Francisco 49ers,2011,9,2011-11-06,Washington Redskins
San Francisco 49ers,2011,10,2011-11-13,New York Giants
San Francisco 49ers,2011,11,2011-11-20,Arizona Cardinals
San Francisco 49ers,2011,12,2011-11-24,Baltimore Ravens
San Francisco 49ers,2011,13,2011-12-04,St. Louis Rams
San Francisco 49ers,2011,14,2011-12-11,Arizona Cardinals
San Francisco 49ers,2011,15,2011-12-19,Pittsburgh Steelers
San Francisco 49ers,2011,16,2011-12-24,Seattle Seahawks
San Francisco 49ers,2011,17,2012-01-01,St. Louis Rams
San Francisco 49ers,2011,18,2012-01-14,New Orleans Saints
San Francisco 49ers,2011,19,2012-01-22,New York Giants
San Francisco 49ers,2012,1,2012-09-09,Green Bay Packers
San Francisco 49ers,2012,2,2012-09-16,Detroit Lions
San Francisco 49ers,2012,3,2012-09-23,Minnesota Vikings
San Francisco 49ers,2012,4,2012-09-30,New York Jets
San Francisco 49ers,2012,5,2012-10-07,Buffalo Bills
San Francisco 49ers,2012,6,2012-10-14,New York Giants
San Francisco 49ers,2012,7,2012-10-18,Seattle Seahawks
San Francisco 49ers,2012,8,2012-10-29,Arizona Cardinals
San Francisco 49ers,2012,10,2012-11-11,St. Louis Rams
San Francisco 49ers,2012,11,2012-11-19,Chicago Bears
San Francisco 49ers,2012,12,2012-11-25,New Orleans Saints
San Francisco 49ers,2012,13,2012-12-02,St. Louis Rams
San Francisco 49ers,2012,14,2012-12-09,Miami Dolphins
San Francisco 49ers,2012,15,2012-12-16,New England Patriots
San Francisco 49ers,2012,16,2012-12-23,Seattle Seahawks
San Francisco 49ers,2012,17,2012-12-30,Arizona Cardinals
San Francisco 49ers,2012,18,2013-01-12,Green Bay Packers
San Francisco 49ers,2012,19,2013-01-20,Atlanta Falcons
San Francisco 49ers,2012,20,2013-02-03,Baltimore Ravens
San Francisco 49ers,2013,1,2013-09-08,Green Bay Packers
San Francisco 49ers,2013,2,2013-09-15,Seattle Seahawks
San Francisco 49ers,2013,3,2013-09-22,Indianapolis Colts
San Francisco 49ers,2013,4,2013-09-26,St. Louis Rams
San Francisco 49ers,2013,5,2013-10-06,Houston Texans
San Francisco 49ers,2013,6,2013-10-13,Arizona Cardinals
San Francisco 49ers,2013,7,2013-10-20,Tennessee Titans
San Francisco 49ers,2013,8,2013-10-27,Jacksonville Jaguars
San Francisco 49ers,2013,10,2013-11-10,Carolina Panthers
San Francisco 49ers,2013,11,2013-11-17,New Orleans Saints
San Francisco 49ers,2013,12,2013-11-25,Washington Redskins
San Francisco 49ers,2013,13,2013-12-01,St. Louis Rams
San Francisco 49ers,2013,14,2013-12-08,Seattle Seahawks
San Francisco 49ers,2013,15,2013-12-15,Tampa Bay Buccaneers
San Francisco 49ers,2013,16,2013-12-23,Atlanta Falcons
San Francisco 49ers,2013,17,2013-12-29,Arizona Cardinals
San Francisco 49ers,2013,18,2014-01-05,Green Bay Packers
San Francisco 49ers,2013,19,2014-01-12,Carolina Panthers
San Francisco 49ers,2013,20,2014-01-19,Seattle Seahawks
San Francisco 49ers,2014,1,2014-09-07,Dallas Cowboys
San Francisco 49ers,2014,2,2014-09-14,Chicago Bears
San Francisco 49ers,2014,3,2014-09-21,Arizona Cardinals
San Francisco 49ers,2014,4,2014-09-28,Philadelphia Eagles
San Francisco 49ers,2014,5,2014-10-05,Kansas City Chiefs
San Francisco 49ers,2014,6,2014-10-13,St. Louis Rams
San Francisco 49ers,2014,7,2014-10-19,Denver Broncos
San Francisco 49ers,2014,9,2014-11-02,St. Louis Rams
San Francisco 49ers,2014,10,2014-11-09,New Orleans Saints
San Francisco 49ers,2014,11,2014-11-16,New York Giants
San Francisco 49ers,2014,12,2014-11-23,Washington Redskins
San Francisco 49ers,2014,13,2014-11-27,Seattle Seahawks
San Francisco 49ers,2014,14,2014-12-07,Oakland Raiders
San Francisco 49ers,2014,15,2014-12-14,Seattle Seahawks
San Francisco 49ers,2014,16,2014-12-20,San Diego Chargers
San Francisco 49ers,2014,17,2014-12-28,Arizona Cardinals
San Francisco 49ers,2015,1,2015-09-14,Minnesota Vikings
San Francisco 49ers,2015,2,2015-09-20,Pittsburgh Steelers
San Francisco 49ers,2015,3,2015-09-27,Arizona Cardinals
San Francisco 49ers,2015,4,2015-10-04,Green Bay Packers
San Francisco 49ers,2015,5,2015-10-11,New York Giants
San Francisco 49ers,2015,6,2015-10-18,Baltimore Ravens
San Francisco 49ers,2015,7,2015-10-22,Seattle Seahawks
San Francisco 49ers,2015,8,2015-11-01,St. Louis Rams
San Francisco 49ers,2015,9,2015-11-08,Atlanta Falcons
San Francisco 49ers,2015,11,2015-11-22,Seattle Seahawks
San Francisco 49ers,2015,12,2015-11-29,Arizona Cardinals
San Francisco 49ers,2015,13,2015-12-06,Chicago Bears
San Francisco 49ers,2015,14,2015-12-13,Cleveland Browns
San Francisco 49ers,2015,15,2015-12-20,Cincinnati Bengals
San Francisco 49ers,2015,16,2015-12-27,Detroit Lions
San Francisco 49ers,2015,17,2016-01-03,St. Louis Rams
San Francisco 49ers,2016,1,2016-09-12,Los Angeles Rams
