Team,Season,Week,Date,Opp
Detroit Lions,1993,16,1993-12-19,San Francisco 49ers
Detroit Lions,1993,17,1993-12-26,Chicago Bears
Detroit Lions,1993,18,1994-01-02,Green Bay Packers
Detroit Lions,1993,19,1994-01-08,Green Bay Packers
Detroit Lions,1994,1,1994-09-04,Atlanta Falcons
Detroit Lions,1994,2,1994-09-11,Minnesota Vikings
Detroit Lions,1994,3,1994-09-19,Dallas Cowboys
Detroit Lions,1994,4,1994-09-25,New England Patriots
Detroit Lions,1994,5,1994-10-02,Tampa Bay Buccaneers
Detroit Lions,1994,6,1994-10-09,San Francisco 49ers
Detroit Lions,1994,8,1994-10-23,Chicago Bears
Detroit Lions,1994,9,1994-10-30,New York Giants
Detroit Lions,1994,10,1994-11-06,Green Bay Packers
Detroit Lions,1994,11,1994-11-13,Tampa Bay Buccaneers
Detroit Lions,1994,12,1994-11-20,Chicago Bears
Detroit Lions,1994,13,1994-11-24,Buffalo Bills
Detroit Lions,1994,14,1994-12-04,Green Bay Packers
Detroit Lions,1994,15,1994-12-10,New York Jets
Detroit Lions,1994,16,1994-12-17,Minnesota Vikings
Detroit Lions,1994,17,1994-12-25,Miami Dolphins
Detroit Lions,1994,18,1994-12-31,Green Bay Packers
Detroit Lions,1995,1,1995-09-03,Pittsburgh Steelers
Detroit Lions,1995,2,1995-09-10,Minnesota Vikings
Detroit Lions,1995,3,1995-09-17,Arizona Cardinals
Detroit Lions,1995,4,1995-09-25,San Francisco 49ers
Detroit Lions,1995,6,1995-10-08,Cleveland Browns
Detroit Lions,1995,7,1995-10-15,Green Bay Packers
Detroit Lions,1995,8,1995-10-22,Washington Redskins
Detroit Lions,1995,9,1995-10-29,Green Bay Packers
Detroit Lions,1995,10,1995-11-05,Atlanta Falcons
Detroit Lions,1995,11,1995-11-12,Tampa Bay Buccaneers
Detroit Lions,1995,12,1995-11-19,Chicago Bears
Detroit Lions,1995,13,1995-11-23,Minnesota Vikings
Detroit Lions,1995,14,1995-12-04,Chicago Bears
Detroit Lions,1995,15,1995-12-10,Houston Oilers
Detroit Lions,1995,16,1995-12-17,Jacksonville Jaguars
Detroit Lions,1995,17,1995-12-23,Tampa Bay Buccaneers
Detroit Lions,1995,18,1995-12-30,Philadelphia Eagles
Detroit Lions,1996,1,1996-09-01,Minnesota Vikings
Detroit Lions,1996,2,1996-09-08,Tampa Bay Buccaneers
Detroit Lions,1996,3,1996-09-15,Philadelphia Eagles
Detroit Lions,1996,4,1996-09-22,Chicago Bears
Detroit Lions,1996,5,1996-09-29,Tampa Bay Buccaneers
Detroit Lions,1996,6,1996-10-06,Atlanta Falcons
Detroit Lions,1996,7,1996-10-13,Oakland Raiders
Detroit Lions,1996,9,1996-10-27,New York Giants
Detroit Lions,1996,10,1996-11-03,Green Bay Packers
Detroit Lions,1996,11,1996-11-11,San Diego Chargers
Detroit Lions,1996,12,1996-11-17,Seattle Seahawks
Detroit Lions,1996,13,1996-11-24,Chicago Bears
Detroit Lions,1996,14,1996-11-28,Kansas City Chiefs
Detroit Lions,1996,15,1996-12-08,Minnesota Vikings
Detroit Lions,1996,16,1996-12-15,Green Bay Packers
Detroit Lions,1996,17,1996-12-23,San Francisco 49ers
Detroit Lions,1997,1,1997-08-31,Atlanta Falcons
Detroit Lions,1997,2,1997-09-07,Tampa Bay Buccaneers
Detroit Lions,1997,3,1997-09-14,Chicago Bears
Detroit Lions,1997,4,1997-09-21,New Orleans Saints
Detroit Lions,1997,5,1997-09-28,Green Bay Packers
Detroit Lions,1997,6,1997-10-05,Buffalo Bills
Detroit Lions,1997,7,1997-10-12,Tampa Bay Buccaneers
Detroit Lions,1997,8,1997-10-19,New York Giants
Detroit Lions,1997,10,1997-11-02,Green Bay Packers
Detroit Lions,1997,11,1997-11-09,Washington Redskins
Detroit Lions,1997,12,1997-11-16,Minnesota Vikings
Detroit Lions,1997,13,1997-11-23,Indianapolis Colts
Detroit Lions,1997,14,1997-11-27,Chicago Bears
Detroit Lions,1997,15,1997-12-07,Miami Dolphins
Detroit Lions,1997,16,1997-12-14,Minnesota Vikings
Detroit Lions,1997,17,1997-12-21,New York Jets
Detroit Lions,1997,18,1997-12-28,Tampa Bay Buccaneers
Detroit Lions,1998,1,1998-09-06,Green Bay Packers
Detroit Lions,1998,2,1998-09-13,Cincinnati Bengals
Detroit Lions,1998,3,1998-09-20,Minnesota Vikings
Detroit Lions,1998,4,1998-09-28,Tampa Bay Buccaneers
Detroit Lions,1998,5,1998-10-04,Chicago Bears
Detroit Lions,1998,7,1998-10-15,Green Bay Packers
Detroit Lions,1998,8,1998-10-25,Minnesota Vikings
Detroit Lions,1998,9,1998-11-01,Arizona Cardinals
Detroit Lions,1998,10,1998-11-08,Philadelphia Eagles
Detroit Lions,1998,11,1998-11-15,Chicago Bears
Detroit Lions,1998,12,1998-11-22,Tampa Bay Buccaneers
Detroit Lions,1998,13,1998-11-26,Pittsburgh Steelers
Detroit Lions,1998,14,1998-12-06,Jacksonville Jaguars
Detroit Lions,1998,15,1998-12-14,San Francisco 49ers
Detroit Lions,1998,16,1998-12-20,Atlanta Falcons
Detroit Lions,1998,17,1998-12-27,Baltimore Ravens
Detroit Lions,1999,1,1999-09-12,Seattle Seahawks
Detroit Lions,1999,2,1999-09-19,Green Bay Packers
Detroit Lions,1999,3,1999-09-26,Kansas City Chiefs
Detroit Lions,1999,5,1999-10-10,San Diego Chargers
Detroit Lions,1999,6,1999-10-17,Minnesota Vikings
Detroit Lions,1999,7,1999-10-24,Carolina Panthers
Detroit Lions,1999,8,1999-10-31,Tampa Bay Buccaneers
Detroit Lions,1999,9,1999-11-07,St. Louis Rams
Detroit Lions,1999,10,1999-11-14,Arizona Cardinals
Detroit Lions,1999,11,1999-11-21,Green Bay Packers
Detroit Lions,1999,12,1999-11-25,Chicago Bears
Detroit Lions,1999,13,1999-12-05,Washington Redskins
Detroit Lions,1999,14,1999-12-12,Tampa Bay Buccaneers
Detroit Lions,1999,15,1999-12-19,Chicago Bears
Detroit Lions,1999,16,1999-12-25,Denver Broncos
Detroit Lions,1999,17,2000-01-02,Minnesota Vikings
Detroit Lions,1999,18,2000-01-08,Washington Redskins
Detroit Lions,2000,1,2000-09-03,New Orleans Saints
Detroit Lions,2000,2,2000-09-10,Washington Redskins
Detroit Lions,2000,3,2000-09-17,Tampa Bay Buccaneers
Detroit Lions,2000,4,2000-09-24,Chicago Bears
Detroit Lions,2000,5,2000-10-01,Minnesota Vikings
Detroit Lions,2000,6,2000-10-08,Green Bay Packers
Detroit Lions,2000,8,2000-10-19,Tampa Bay Buccaneers
Detroit Lions,2000,9,2000-10-29,Indianapolis Colts
Detroit Lions,2000,10,2000-11-05,Miami Dolphins
Detroit Lions,2000,11,2000-11-12,Atlanta Falcons
Detroit Lions,2000,12,2000-11-19,New York Giants
Detroit Lions,2000,13,2000-11-23,New England Patriots
Detroit Lions,2000,14,2000-11-30,Minnesota Vikings
Detroit Lions,2000,15,2000-12-10,Green Bay Packers
Detroit Lions,2000,16,2000-12-17,New York Jets
Detroit Lions,2000,17,2000-12-24,Chicago Bears
Detroit Lions,2001,1,2001-09-09,Green Bay Packers
Detroit Lions,2001,2,2001-09-23,Cleveland Browns
Detroit Lions,2001,4,2001-10-08,St. Louis Rams
Detroit Lions,2001,5,2001-10-14,Minnesota Vikings
Detroit Lions,2001,6,2001-10-21,Tennessee Titans
Detroit Lions,2001,7,2001-10-28,Cincinnati Bengals
Detroit Lions,2001,8,2001-11-04,San Francisco 49ers
Detroit Lions,2001,9,2001-11-11,Tampa Bay Buccaneers
Detroit Lions,2001,10,2001-11-18,Arizona Cardinals
Detroit Lions,2001,11,2001-11-22,Green Bay Packers
Detroit Lions,2001,12,2001-12-02,Chicago Bears
Detroit Lions,2001,13,2001-12-09,Tampa Bay Buccaneers
Detroit Lions,2001,14,2001-12-16,Minnesota Vikings
Detroit Lions,2001,15,2001-12-23,Pittsburgh Steelers
Detroit Lions,2001,16,2001-12-30,Chicago Bears
Detroit Lions,2001,17,2002-01-06,Dallas Cowboys
Detroit Lions,2002,1,2002-09-08,Miami Dolphins
Detroit Lions,2002,2,2002-09-15,Carolina Panthers
Detroit Lions,2002,3,2002-09-22,Green Bay Packers
Detroit Lions,2002,4,2002-09-29,New Orleans Saints
Detroit Lions,2002,6,2002-10-13,Minnesota Vikings
Detroit Lions,2002,7,2002-10-20,Chicago Bears
Detroit Lions,2002,8,2002-10-27,Buffalo Bills
Detroit Lions,2002,9,2002-11-03,Dallas Cowboys
Detroit Lions,2002,10,2002-11-10,Green Bay Packers
Detroit Lions,2002,11,2002-11-17,New York Jets
Detroit Lions,2002,12,2002-11-24,Chicago Bears
Detroit Lions,2002,13,2002-11-28,New England Patriots
Detroit Lions,2002,14,2002-12-08,Arizona Cardinals
Detroit Lions,2002,15,2002-12-15,Tampa Bay Buccaneers
Detroit Lions,2002,16,2002-12-22,Atlanta Falcons
Detroit Lions,2002,17,2002-12-29,Minnesota Vikings
Detroit Lions,2003,1,2003-09-07,Arizona Cardinals
Detroit Lions,2003,2,2003-09-14,Green Bay Packers
Detroit Lions,2003,3,2003-09-21,Minnesota Vikings
Detroit Lions,2003,4,2003-09-28,Denver Broncos
Detroit Lions,2003,5,2003-10-05,San Francisco 49ers
Detroit Lions,2003,7,2003-10-19,Dallas Cowboys
Detroit Lions,2003,8,2003-10-26,Chicago Bears
Detroit Lions,2003,9,2003-11-02,Oakland Raiders
Detroit Lions,2003,10,2003-11-09,Chicago Bears
Detroit Lions,2003,11,2003-11-16,Seattle Seahawks
Detroit Lions,2003,12,2003-11-23,Minnesota Vikings
Detroit Lions,2003,13,2003-11-27,Green Bay Packers
Detroit Lions,2003,14,2003-12-07,San Diego Chargers
Detroit Lions,2003,15,2003-12-14,Kansas City Chiefs
Detroit Lions,2003,16,2003-12-21,Carolina Panthers
Detroit Lions,2003,17,2003-12-28,St. Louis Rams
Detroit Lions,2004,1,2004-09-12,Chicago Bears
Detroit Lions,2004,2,2004-09-19,Houston Texans
Detroit Lions,2004,3,2004-09-26,Philadelphia Eagles
Detroit Lions,2004,5,2004-10-10,Atlanta Falcons
Detroit Lions,2004,6,2004-10-17,Green Bay Packers
Detroit Lions,2004,7,2004-10-24,New York Giants
Detroit Lions,2004,8,2004-10-31,Dallas Cowboys
Detroit Lions,2004,9,2004-11-07,Washington Redskins
Detroit Lions,2004,10,2004-11-14,Jacksonville Jaguars
Detroit Lions,2004,11,2004-11-21,Minnesota Vikings
Detroit Lions,2004,12,2004-11-25,Indianapolis Colts
Detroit Lions,2004,13,2004-12-05,Arizona Cardinals
Detroit Lions,2004,14,2004-12-12,Green Bay Packers
Detroit Lions,2004,15,2004-12-19,Minnesota Vikings
Detroit Lions,2004,16,2004-12-26,Chicago Bears
Detroit Lions,2004,17,2005-01-02,Tennessee Titans
Detroit Lions,2005,1,2005-09-11,Green Bay Packers
Detroit Lions,2005,2,2005-09-18,Chicago Bears
Detroit Lions,2005,4,2005-10-02,Tampa Bay Buccaneers
Detroit Lions,2005,5,2005-10-09,Baltimore Ravens
Detroit Lions,2005,6,2005-10-16,Carolina Panthers
Detroit Lions,2005,7,2005-10-23,Cleveland Browns
Detroit Lions,2005,8,2005-10-30,Chicago Bears
Detroit Lions,2005,9,2005-11-06,Minnesota Vikings
Detroit Lions,2005,10,2005-11-13,Arizona Cardinals
Detroit Lions,2005,11,2005-11-20,Dallas Cowboys
Detroit Lions,2005,12,2005-11-24,Atlanta Falcons
Detroit Lions,2005,13,2005-12-04,Minnesota Vikings
Detroit Lions,2005,14,2005-12-11,Green Bay Packers
Detroit Lions,2005,15,2005-12-18,Cincinnati Bengals
Detroit Lions,2005,16,2005-12-24,New Orleans Saints
Detroit Lions,2005,17,2006-01-01,Pittsburgh Steelers
Detroit Lions,2006,1,2006-09-10,Seattle Seahawks
Detroit Lions,2006,2,2006-09-17,Chicago Bears
Detroit Lions,2006,3,2006-09-24,Green Bay Packers
Detroit Lions,2006,4,2006-10-01,St. Louis Rams
Detroit Lions,2006,5,2006-10-08,Minnesota Vikings
Detroit Lions,2006,6,2006-10-15,Buffalo Bills
Detroit Lions,2006,7,2006-10-22,New York Jets
Detroit Lions,2006,9,2006-11-05,Atlanta Falcons
Detroit Lions,2006,10,2006-11-12,San Francisco 49ers
Detroit Lions,2006,11,2006-11-19,Arizona Cardinals
Detroit Lions,2006,12,2006-11-23,Miami Dolphins
Detroit Lions,2006,13,2006-12-03,New England Patriots
Detroit Lions,2006,14,2006-12-10,Minnesota Vikings
Detroit Lions,2006,15,2006-12-17,Green Bay Packers
Detroit Lions,2006,16,2006-12-24,Chicago Bears
Detroit Lions,2006,17,2006-12-31,Dallas Cowboys
Detroit Lions,2007,1,2007-09-09,Oakland Raiders
Detroit Lions,2007,2,2007-09-16,Minnesota Vikings
Detroit Lions,2007,3,2007-09-23,Philadelphia Eagles
Detroit Lions,2007,4,2007-09-30,Chicago Bears
Detroit Lions,2007,5,2007-10-07,Washington Redskins
