Season,Week,Player,Team,Position,Injuries,Game Status
2015,8,Zach Line,MIN,RB,Neck,Probable
2015,8,Thomas Rawls,SEA,RB,Calf,Probable
2015,9,Ronnie Hillman,DEN,RB,Thigh,Questionable
2015,13,Dexter McCluster,TEN,RB,Knee,Out
2015,14,C.J. Anderson,DEN,RB,Ankle,Questionable
2015,14,Dexter McCluster,TEN,RB,Knee,Probable
2015,16,Shaun Draughn,SFO,RB,Knee,Out
2015,17,Stepfan Taylor,ARI,RB,Shoulder,Probable
2015,17,Andre Ellington,ARI,RB,Toe,Probable
2015,17,Eddie Lacy,GNB,RB,Rib,Probable
2015,17,Spencer Ware,KAN,RB,Rib,Probable
2015,17,Jalston Fowler,TEN,RB,Toe,Probable
2015,17,Matt Jones,WAS,RB,Hip,Doubtful
2016,3,Arian Foster,MIA,RB,Groin,Out
2016,3,Roosevelt Nix,PIT,RB,Back,Doubtful
2016,4,C.J. Prosise,SEA,RB,Wrist,Questionable
2016,5,LeSean McCoy,BUF,RB,Hand,Questionable
2016,5,Jonathan Stewart,CAR,RB,Hamstring,Out
2016,5,Rex Burkhead,CIN,RB,Hamstring,Questionable
2016,6,Rashad Jennings,NYG,RB,Thumb,Questionable
2016,6,Dexter McCluster,SDG,RB,Hamstring,Questionable
2016,7,Ka'Deem Carey,CHI,RB,Hamstring,Questionable
2016,8,Lamar Miller,HOU,RB,Shoulder,Questionable
2016,9,Carlos Hyde,SFO,RB,Shoulder,Questionable
2016,10,Kenneth Dixon,BAL,RB,Chest,Questionable
2016,11,Jacquizz Rodgers,TAM,RB,Foot,Out
2016,12,Mike Gillislee,BUF,RB,Hamstring,Out
2016,15,James Starks,GNB,RB,Concussion,Doubtful
2016,15,C.J. Prosise,SEA,RB,Shoulder,Out
2017,6,Ty Montgomery,GNB,RB,Ribs,Questionable
2017,6,Jordan Todman,HOU,RB,Calf,Out
2017,7,Charcandrick West,KAN,RB,Concussion,Out
2017,7,Paul Perkins,NYG,RB,Ribs,Out
2017,10,Damien Williams,MIA,RB,Illness,Questionable
2017,10,Eddie Lacy,SEA,RB,Groin,Out
2017,12,Dwayne Washington,DET,RB,Hip,Out
2017,16,Kerwynn Williams,ARI,RB,"Quadricep, Ribs",Questionable
2018,2,LeGarrette Blount,DET,RB,Shoulder,Questionable
2018,6,Giovani Bernard,CIN,RB,Knee,Out
2018,6,Sony Michel,NWE,RB,Knee,Questionable
2018,6,Darren Sproles,PHI,RB,Hamstring,Out
2018,7,Dalvin Cook,MIN,RB,Hamstring,Out
2018,8,Dalvin Cook,MIN,RB,Hamstring,Out
2018,9,Royce Freeman,DEN,RB,Ankle,Questionable
2018,9,Dalvin Cook,MIN,RB,Hamstring,Questionable
2018,9,Raheem Mostert,SFO,RB,Ankle,Questionable
2018,12,Sony Michel,NWE,RB,Knee,Questionable
2018,14,James Conner,PIT,RB,Ankle,Out
2018,14,Tre Madden,SEA,RB,Chest,Questionable
2018,15,Chris Ivory,BUF,RB,Shoulder,Questionable
2018,15,Isaiah Crowell,NYJ,RB,Toe,Out
2018,17,Rashaad Penny,SEA,RB,Knee,Questionable
2019,1,Jonathan Williams,IND,RB,Rib,Out
2019,2,Mark Ingram,BAL,RB,Shoulder,Questionable
2019,5,Jamaal Williams,GNB,RB,Concussion,Out
2019,5,David Fluellen,TEN,RB,Knee,Out
2019,6,Trenton Cannon,NYJ,RB,"Foot, Ankle",Doubtful
2019,6,Darren Sproles,PHI,RB,Quadricep,Out
2019,8,Justin Jackson,LAC,RB,Calf,Questionable
2019,9,Rex Burkhead,NWE,RB,Foot,Questionable
2019,9,James Conner,PIT,RB,Shoulder,Doubtful
2019,11,Raheem Mostert,SFO,RB,Knee,Questionable
2019,13,James Conner,PIT,RB,Shoulder,Doubtful
2019,14,Jordan Howard,PHI,RB,Shoulder,Questionable
2019,17,Zach Line,NOR,RB,Knee,Questionable
2020,1,David Montgomery,CHI,RB,Groin,Questionable
2020,2,Justice Hill,BAL,RB,Thigh,Questionable
2020,4,Chris Carson,SEA,RB,Knee,Questionable
2020,8,Joe Mixon,CIN,RB,Foot,Out
2020,9,Tevin Coleman,SFO,RB,Knee,Out
2020,10,Joe Mixon,CIN,RB,Foot,Doubtful
2020,10,Chris Carson,SEA,RB,Foot,Questionable
2020,11,Joe Mixon,CIN,RB,Foot,Out
2020,12,Todd Gurley,ATL,RB,Knee,Out
2020,12,Cullen Gillaspia,HOU,RB,Back,Out
2020,12,Travis Homer,SEA,RB,"Wrist, Knee",Out
2020,13,D'Andre Swift,DET,RB,Illness,Questionable
2020,13,Kalen Ballage,LAC,RB,Ankle,Questionable
2020,13,Travis Homer,SEA,RB,"Wrist, Knee",Doubtful
2020,14,Ezekiel Elliott,DAL,RB,Calf,Questionable
2020,15,Salvon Ahmed,MIA,RB,Shoulder,Questionable
2020,15,Jason Huntley,PHI,RB,Illness,Out
2020,15,Antonio Gibson,WAS,RB,Toe,Doubtful
2021,4,Scottie Phillips,HOU,RB,Illness,Out
2021,4,La'Mical Perine,NYJ,RB,Illness,Questionable
2021,6,Jordan Wilkins,IND,RB,Non-Football Illness,Out
2021,7,Latavius Murray,BAL,RB,Ankle,Out
2021,7,Jordan Wilkins,IND,RB,Non-Football Illness,Out
2021,11,Jalen Richard,LVR,RB,Ribs,Questionable
2021,11,Jamycal Hasty,SFO,RB,Ankle,Out
2021,12,Cullen Gillaspia,NYG,FB,Calf,Out
2021,13,Phillip Lindsay,MIA,RB,Ankle,Doubtful
2021,15,Melvin Gordon,DEN,RB,"Thumb, Hip",Questionable
2021,15,Tory Carter,TEN,FB,Ankle,Out
2021,18,Tony Pollard,DAL,RB,Foot,Questionable
2021,18,Mark Ingram,NOR,RB,Knee,Questionable
2022,5,Boston Scott,PHI,RB,Rib,Questionable
2022,7,Darrel Williams,ARI,RB,Knee,Out
2022,7,James Conner,ARI,RB,Ribs,Questionable
2022,11,Ezekiel Elliott,DAL,RB,Knee,Questionable
2022,13,Brandon Bolden,LVR,RB,Calf,Questionable
2022,14,DeeJay Dallas,SEA,RB,Ankle,Questionable
2022,15,Damien Harris,NWE,RB,Thigh,Questionable
2022,16,Myles Gaskin,MIA,RB,Illness,Questionable
2022,17,Dare Ogunbowale,HOU,RB,Knee,Questionable
2022,17,Alec Ingold,MIA,FB,Thumb,Questionable
2023,3,David Montgomery,DET,RB,Thigh,Doubtful
2023,4,Cordarrelle Patterson,ATL,RB,Thigh,Questionable
2023,4,Miles Sanders,CAR,RB,Groin,Questionable
2023,4,Salvon Ahmed,MIA,RB,Groin,Questionable
2023,5,Aaron Jones,GNB,RB,Hamstring,Questionable
2023,5,Rashaad Penny,PHI,RB,Illness,Doubtful
2023,9,Joe Mixon,CIN,RB,Chest,Questionable
2023,9,Dameon Pierce,HOU,RB,Ankle,Out
2023,10,Khalil Herbert,CHI,RB,Ankle,Questionable
2023,13,Kenneth Walker,SEA,RB,Oblique,Doubtful
2023,14,Travis Etienne,JAX,RB,Ribs,Questionable
2023,14,Najee Harris,PIT,RB,Knee,Questionable
2023,15,Rhamondre Stevenson,NWE,RB,Ankle,Out
2023,16,Gary Brightwell,NYG,RB,Hamstring,Questionable
2023,17,Raheem Mostert,MIA,RB,"Knee, Ankle",Questionable
2023,18,Kendre Miller,NOR,RB,"Ankle, Illness",Questionable
2024,3,Dameon Pierce,HOU,RB,Hamstring,Out
2024,3,Tyjae Spears,TEN,RB,Ankle,Questionable
2024,4,Dameon Pierce,HOU,RB,Hamstring,Out
2024,5,Tyreik McAllister,LVR,RB,Shoulder,Questionable
2024,5,Brian Robinson,WAS,RB,Knee,Questionable
2024,6,Jaylen Warren,PIT,RB,Knee,Questionable
2024,7,Rasheen Ali,BAL,RB,Ankle,Out
2024,7,Jonathan Taylor,IND,RB,Ankle,Out
2024,8,Rasheen Ali,BAL,RB,Ankle,Out
2024,10,Brian Robinson,WAS,RB,Hamstring,Out
2024,11,Alec Ingold,MIA,FB,Calf,Questionable
2024,12,D'Andre Swift,CHI,RB,Groin,Questionable
2024,16,C.J. Ham,MIN,FB,Ankle,Questionable
2024,17,Justice Hill,BAL,RB,Concussion,Out
2024,18,Jerome Ford,CLE,RB,Ankle,Out
2024,18,Craig Reynolds,DET,RB,Back,Questionable
2024,18,Kareem Hunt,KAN,RB,Coaching Decision ,Doubtful
2005,16,Chris Perry,CIN,RB,Ankle,Out
2005,17,Mike Anderson,DEN,RB,Ankle,Out
2006,16,Michael Bennett,KAN,RB,Ankle,Questionable
2008,11,Cedric Benson,CIN,RB,Back,Probable
2008,16,Brandon Jackson,GNB,RB,Wrist,Questionable
2008,14,Greg Jones,JAX,RB,Ankle,Questionable
2008,16,Derrick Ward,NYG,RB,Ankle,Probable
2008,11,Gary Russell,PIT,RB,Quadricep,Probable
2010,10,Marshawn Lynch,BUF,RB,Thigh,Probable
2005,16,LaMont Jordan,OAK,RB,Toe,Doubtful
2008,15,Kenny Watson,CIN,RB,Hamstring,Doubtful
2008,15,Joseph Addai,IND,RB,Shoulder,Questionable
2008,15,Brian Westbrook,PHI,RB,"Ankle, Knee",Probable
2008,13,Brandon Jacobs,NYG,RB,Knee,Questionable
2011,9,Tashard Choice,BUF,RB,Hamstring,Out
2008,13,Kevin Smith,DET,RB,Shoulder,Probable
2008,11,Clinton Portis,WAS,RB,Knee,Questionable
2015,15,Terrance West,TEN,RB,Calf,Questionable
2017,3,Jay Ajayi,PHI,RB,Knee,Questionable
2019,12,Danny Vitale,GNB,RB,Knee,Questionable
2015,4,Shaun Draughn,SFO,RB,Back,Questionable
2024,15,Sincere McCormick,LVR,RB,Ankle,Out
2024,17,Kenneth Walker III,SEA,RB,Ankle,Out
2023,16,AJ Dillon,GNB,RB,Thumb,Questionable
2024,7,Raheem Blackshear,CAR,RB,Shoulder,Doubtful
2024,11,Alexander Mattison,LVR,RB,Ankle,Out
2009,3,Jonathan Stewart,CAR,RB,Heel,Probable
2009,4,Montell Owens,JAX,RB,Illness,Probable
2009,5,Danny Ware,NYG,RB,Elbow,Questionable
2009,6,DeShawn Wynn,GNB,RB,Knee,Out
2009,6,Danny Ware,NYG,RB,Elbow,Probable
2009,6,Earnest Graham,TAM,RB,Hamstring,Probable
2009,6,Clifton Smith,TAM,RB,Ankle,Probable
2009,7,Jonathan Stewart,CAR,RB,Achilles,Questionable
2009,7,Fred Taylor,NWE,RB,Ankle,Out
2009,9,Jerious Norwood,ATL,RB,Hip,Questionable
2009,9,Donald Brown,IND,RB,Shoulder,Questionable
2009,10,Korey Hall,GNB,RB,Calf,Probable
2009,11,Michael Turner,ATL,RB,Ankle,Doubtful
2009,11,Jonathan Stewart,CAR,RB,Achilles,Questionable
2009,11,Naufahu Tahi,MIN,RB,Ankle,Probable
2009,11,Carey Davis,PIT,RB,Hamstring,Questionable
2009,11,Clinton Portis,WAS,RB,Concussion,Out
2009,12,Jerious Norwood,ATL,RB,Hip,Questionable
2009,12,John Kuhn,GNB,RB,Hand,Probable
2009,12,Maurice Jones-Drew,JAX,RB,Knee,Probable
2009,12,Sammy Morris,NWE,RB,Knee,Questionable
2009,13,Jonathan Stewart,CAR,RB,Achilles,Probable
2009,13,Dantrell Savage,KAN,RB,Ankle,Doubtful
2009,13,Justin Fargas,OAK,RB,Neck,Probable
2009,14,Chris Jennings,CLE,RB,Shoulder,Probable
2009,14,Rashard Mendenhall,PIT,RB,Ankle,Probable
2009,15,Frank Gore,SFO,RB,Toe,Probable
2009,17,Pierre Thomas,NOR,RB,Rib,Out
2010,1,Knowshon Moreno,DEN,RB,Hamstring,Probable
2010,1,Chris Ivory,NOR,RB,Knee,Out
2010,2,Deji Karim,JAX,RB,Thumb,Out
2010,4,Cedric Benson,CIN,RB,Knee,Probable
2010,6,Darren McFadden,OAK,RB,Hamstring,Questionable
2010,6,LeSean McCoy,PHI,RB,Rib,Probable
2010,9,Reggie Bush,NOR,RB,Fibula,Doubtful
2010,9,Michael Robinson,SEA,RB,Hamstring,Questionable
2010,11,LaRod Stephens-Howling,ARI,RB,Hamstring,Questionable
2010,11,Mike Hart,IND,RB,Ankle,Questionable
2010,11,Pierre Thomas,NOR,RB,Ankle,Out
2010,12,Fred Taylor,NWE,RB,Toe,Questionable
2010,14,Korey Hall,GNB,RB,Knee,Out
2010,14,DeShawn Wynn,SFO,RB,Ankle,Doubtful
2010,15,Korey Hall,GNB,RB,Knee,Probable
2010,15,Joseph Addai,IND,RB,Neck,Questionable
2010,16,Jahvid Best,DET,RB,Toe,Probable
2011,1,Arian Foster,HOU,RB,Hamstring,Questionable
2011,2,Knowshon Moreno,DEN,RB,Hamstring,Questionable
2011,3,Moran Norris,SFO,RB,Fibula,Out
2011,4,Moran Norris,SFO,RB,Fibula,Out
2011,6,LeGarrette Blount,TAM,RB,Knee,Doubtful
2011,7,Felix Jones,DAL,RB,Ankle,Out
2011,7,LeGarrette Blount,TAM,RB,Knee,Doubtful
2011,9,Darren McFadden,OAK,RB,Foot,Out
2011,9,LeGarrette Blount,TAM,RB,Knee,Probable
2011,10,Brian Leonard,CIN,RB,Knee,Questionable
2011,10,Rock Cartwright,OAK,RB,Calf,Probable
2011,10,Frank Gore,SFO,RB,Ankle,Probable
2011,11,Anthony Sherman,ARI,RB,Ankle,Questionable
2011,11,Antone Smith,ATL,RB,Knee,Probable
2011,11,BenJarvus Green-Ellis,NWE,RB,Toe,Questionable
2011,11,Jerious Norwood,STL,RB,Hamstring,Probable
2011,12,Jahvid Best,DET,RB,Concussion,Out
2011,12,Lawrence Vickers,HOU,RB,Hamstring,Questionable
2011,12,Brock Bolen,JAX,RB,Calf,Probable
2011,13,Willis McGahee,DEN,RB,Illness,Probable
2011,13,Kevin Smith,DET,RB,Ankle,Questionable
2011,13,James Starks,GNB,RB,"Knee, Ankle",Probable
2011,14,Tony Fiammetta,DAL,RB,Illness,Questionable
2011,15,Shane Vereen,NWE,RB,Hamstring,Questionable
2011,15,Javon Ringer,TEN,RB,Hand,Out
2011,16,Chris Wells,ARI,RB,Knee,Questionable
2011,16,Brian Leonard,CIN,RB,Knee,Probable
2011,16,Darren McFadden,OAK,RB,Foot,Out
2011,17,Mark Ingram,NOR,RB,Toe,Out
2012,2,Fred Jackson,BUF,RB,Knee,Out
2012,3,Rashad Jennings,JAX,RB,Knee,Doubtful
2012,3,Brandon Jacobs,SFO,RB,Knee,Questionable
2012,4,Fred Jackson,BUF,RB,Knee,Questionable
2012,5,Arian Foster,HOU,RB,Hamstring,Probable
2012,6,Justin Forsett,HOU,RB,Thigh,Probable
2012,6,Daniel Thomas,MIA,RB,Concussion,Out
2012,6,John Conner,NYJ,RB,Hamstring,Doubtful
2012,6,Marshawn Lynch,SEA,RB,Back,Probable
2012,6,Javon Ringer,TEN,RB,Knee,Out
2012,7,Anthony Sherman,ARI,RB,Knee,Doubtful
2012,8,Chris Ogbonnaya,CLE,RB,"Chest, Ribs",Probable
2012,9,Greg Jones,JAX,RB,Hip,Out
2012,9,Darren McFadden,OAK,RB,Shoulder,Probable
2012,9,Rashard Mendenhall,PIT,RB,Achilles,Doubtful
2012,10,Ahmad Bradshaw,NYG,RB,Foot,Questionable
2012,10,Joe McKnight,NYJ,RB,Ankle,Out
2012,11,Trent Richardson,CLE,RB,"Chest/Finger, Rib",Probable
2012,11,DeMarco Murray,DAL,RB,Foot,Doubtful
2012,11,Chris Polk,PHI,RB,Toe,Out
2012,11,Rashard Mendenhall,PIT,RB,Achilles,Probable
2012,12,William Powell,ARI,RB,Shoulder,Probable
2012,12,Chris Polk,PHI,RB,Toe,Out
2012,13,Corey McIntyre,BUF,RB,Ankle,Questionable
2012,13,Mikel Leshoure,DET,RB,Ankle,Probable
2012,13,Justin Forsett,HOU,RB,Knee,Probable
2012,13,Marshawn Lynch,SEA,RB,Back,Probable
2012,14,Trent Richardson,CLE,RB,Chest/Rib/Finger,Probable
2012,14,Ahmad Bradshaw,NYG,RB,Foot,Probable
2012,14,Stanley Havili,PHI,RB,Ankle,Probable
2012,15,Cedric Peerman,CIN,RB,Ankle,Doubtful
2012,15,Adrian Peterson,MIN,RB,Abdomen,Probable
2012,15,Ronnie Brown,SDG,RB,Hamstring,Doubtful
2012,16,Felix Jones,DAL,RB,Knee,Probable
2012,16,Knowshon Moreno,DEN,RB,Ribs,Probable
2012,16,Ahmad Bradshaw,NYG,RB,"Knee, Foot",Questionable
2012,16,Bilal Powell,NYJ,RB,"Shoulder, Toe",Probable
2012,17,Tyler Clutts,HOU,RB,Abdominal,Probable
2012,17,Pierre Thomas,NOR,RB,Knee,Out
2012,17,Chris Ivory,NOR,RB,Hamstring,Probable
2013,2,Chris Thompson,WAS,RB,Ankle,Probable
2013,3,Giovani Bernard,CIN,RB,Hamstring,Probable
2013,4,Ahmad Bradshaw,IND,RB,Neck,Out
2013,5,Fred Jackson,BUF,RB,Knee,Probable
2013,5,Mark Ingram,NOR,RB,Toe,Out
2013,6,Ben Tate,HOU,RB,Elbow,Probable
2013,7,Joique Bell,DET,RB,Rib,Questionable
2013,7,Ben Tate,HOU,RB,Elbow,Probable
2013,7,David Wilson,NYG,RB,Neck,Out
2013,9,DeAngelo Williams,CAR,RB,Thigh,Probable
2013,9,Derrick Coleman,SEA,RB,Hamstring,Out
2013,10,Ben Tate,HOU,RB,Ribs,Probable
2013,11,Alex Green,NYJ,RB,Hamstring,Probable
2013,12,Matt Asiata,MIN,RB,Shoulder,Probable
2013,13,Alfonso Smith,ARI,RB,Ankle,Probable
2013,13,Daniel Thomas,MIA,RB,Ankle,Out
2013,13,Ryan Mathews,SDG,RB,Hamstring,Probable
2013,14,DeAngelo Williams,CAR,RB,Thigh,Probable
2013,14,Jeremy Stewart,OAK,RB,"Ankle, Knee",Out
2013,15,Greg Jones,HOU,RB,Knee,Probable
2013,15,Stanley Havili,IND,RB,Knee,Out
2013,15,Frank Gore,SFO,RB,Ankle,Probable
2013,16,Andre Ellington,ARI,RB,Quadricep,Probable
2013,16,Greg Jones,HOU,RB,Knee,Probable
2013,17,Daryl Richardson,STL,RB,Thigh,Doubtful
2014,1,Cedric Peerman,CIN,RB,Hip,Probable
2014,1,Jay Prosch,HOU,RB,Hand,Probable
2014,1,Chris Polk,PHI,RB,Hamstring,Questionable
2014,2,Arian Foster,HOU,RB,Ribs,Probable
2014,3,Dri Archer,PIT,RB,Ankle,Doubtful
2014,4,Fozzy Whittaker,CAR,RB,Thigh,Doubtful
2014,4,Ryan Mathews,SDG,RB,Knee,Out
2014,7,Ben Tate,CLE,RB,Finger,Probable
2014,7,Montee Ball,DEN,RB,Groin,Out
2014,7,Ryan Mathews,SDG,RB,Knee,Out
2014,9,Andre Ellington,ARI,RB,Foot,Probable
2014,9,Rashad Jennings,NYG,RB,Knee,Out
2014,10,Jamize Olawale,OAK,RB,Shoulder,Probable
2014,11,Cedric Peerman,CIN,RB,Knee,Probable
2014,11,Doug Martin,TAM,RB,Ankle,Out
2014,11,Dexter McCluster,TEN,RB,Knee,Questionable
2014,11,Silas Redd,WAS,RB,Back,Probable
2014,13,Ronnie Hillman,DEN,RB,Foot,Out
2014,14,Arian Foster,HOU,RB,Groin,Probable
2014,15,Reggie Bush,DET,RB,Ankle,Questionable
2014,15,Ryan Mathews,SDG,RB,Ankle,Questionable
2014,15,Marshawn Lynch,SEA,RB,Back,Probable
2014,16,Kerwynn Williams,ARI,RB,Knee,Probable
2014,17,C.J. Anderson,DEN,RB,Ankle,Probable
2014,17,LeGarrette Blount,NWE,RB,Shoulder,Questionable
2015,1,LaMichael James,MIA,RB,Shoulder,Probable
2015,1,C.J. Spiller,NOR,RB,Knee,Out
2015,2,Lorenzo Taliaferro,BAL,RB,Knee,Probable
2015,2,Toby Gerhart,JAX,RB,Abdomen,Doubtful
2015,2,Charcandrick West,KAN,RB,Achilles,Probable
2015,2,C.J. Spiller,NOR,RB,Knee,Questionable
2015,2,Jamize Olawale,OAK,RB,Ankle,Out
2015,2,Will Tukuafu,SEA,RB,Foot,Questionable
2015,2,Antonio Andrews,TEN,RB,Hamstring,Out
2015,3,LeSean McCoy,BUF,RB,Hamstring,Probable
2015,3,Reggie Bush,SFO,RB,Calf,Doubtful
2015,4,Tevin Coleman,ATL,RB,Ribs,Out
2015,4,Shaun Draughn,CLE,RB,Back,Questionable
2015,4,Benny Cunningham,STL,RB,Knee,Probable
2015,5,Andre Ellington,ARI,RB,Knee,Probable
2015,5,Taiwan Jones,OAK,RB,Foot,Out
2015,6,Cierre Wood,BUF,RB,Knee,Out
2015,6,Jonathan Grimes,HOU,RB,Hamstring,Probable
2015,8,James Starks,GNB,RB,Hip,Questionable
2015,9,Aaron Ripkowski,GNB,RB,Illness,Probable
2015,9,Dion Lewis,NWE,RB,Abdomen,Probable
2015,10,Jonathan Stewart,CAR,RB,Ankle,Probable
2015,10,Marshawn Lynch,SEA,RB,Abdomen,Questionable
2015,11,Chris Polk,HOU,RB,Hamstring,Questionable
2015,13,Bernard Pierce,JAX,RB,Calf,Questionable
2015,13,Carlos Hyde,SFO,RB,Foot,Out
2015,15,Glenn Winston,CLE,RB,Concussion,Out
2015,16,Glenn Winston,CLE,RB,Concussion,Out
2015,17,Kyle Juszczyk,BAL,RB,Illness,Probable
2015,17,Jonathan Stewart,CAR,RB,Foot,Out
2016,5,Jerome Felton,BUF,RB,Back,Questionable
2016,6,James Starks,GNB,RB,Knee,Questionable
2016,6,Latavius Murray,OAK,RB,Toe,Out
2016,7,Theo Riddick,DET,RB,Ankle,Out
2016,7,Daniel Lasco,NOR,RB,Hamstring,Out
2016,8,Jonathan Grimes,HOU,RB,Ankle,Questionable
2016,8,Taiwan Jones,OAK,RB,Knee,Questionable
2016,9,Theo Riddick,DET,RB,Ankle,Questionable
2016,13,Theo Riddick,DET,RB,Ankle,Questionable
2016,13,Mark Ingram,NOR,RB,Toe,Questionable
2016,13,Latavius Murray,OAK,RB,Ankle,Questionable
2016,14,Khiry Robinson,NYJ,RB,Lower Leg,Out
2016,15,Matt Asiata,MIN,RB,Ankle,Questionable
2016,16,Lamar Miller,HOU,RB,Ankle,Questionable
2016,17,Darren McFadden,DAL,RB,Illness,Questionable
2017,4,Melvin Gordon,LAC,RB,Knee,Questionable
2017,5,Branden Oliver,LAC,RB,Hamstring,Out
2017,5,C.J. Prosise,SEA,RB,Ankle,Doubtful
2017,8,Melvin Gordon,LAC,RB,Foot,Questionable
2017,9,Terrance West,BAL,RB,Calf,Out
2017,11,Devonta Freeman,ATL,RB,Concussion,Out
2017,11,Malcolm Brown,LAR,RB,Knee,Out
2017,11,Jamize Olawale,OAK,RB,Hamstring,Questionable
2017,13,Ty Montgomery,GNB,RB,"Ribs, Wrist",Out
2017,15,Adrian Peterson,ARI,RB,Neck,Out
2017,16,Brandon Bolden,NWE,RB,Groin,Questionable
2017,17,Matthew Dayes,CLE,RB,Knee,Questionable
2018,3,Taiwan Jones,BUF,RB,Head,Questionable
2018,4,Corey Clement,PHI,RB,Quadricep,Questionable
2018,4,C.J. Prosise,SEA,RB,Abdomen,Doubtful
2018,4,Matt Breida,SFO,RB,Knee,Questionable
2018,5,Giovani Bernard,CIN,RB,Knee,Out
2018,7,Leonard Fournette,JAX,RB,Hamstring,Out
2018,7,Adrian Peterson,WAS,RB,"Shoulder, Ankle",Questionable
2018,7,Chris Thompson,WAS,RB,"Rib, Knee",Questionable
2018,10,Chris Ivory,BUF,RB,Shoulder,Questionable
2018,10,Sony Michel,NWE,RB,Knee,Questionable
2018,12,Kerryon Johnson,DET,RB,Knee,Out
2018,13,Tra Carson,GNB,RB,Rib,Out
2018,14,Doug Martin,OAK,RB,Knee,Questionable
2018,14,Matt Breida,SFO,RB,Ankle,Out
2018,16,David Fluellen,TEN,RB,Knee,Out
2018,17,Carlos Hyde,JAX,RB,Knee,Questionable
2019,2,Trayveon Williams,CIN,RB,Foot,Questionable
2019,2,David Fluellen,TEN,RB,Hamstring,Questionable
2019,5,Roosevelt Nix,PIT,RB,Knee,Out
2019,6,Jaylen Samuels,PIT,RB,Knee,Out
2019,6,Rod Smith,TEN,RB,Groin,Questionable
2019,7,D.J. Foster,ARI,RB,Hamstring,Out
2019,8,Josh Jacobs,OAK,RB,Shoulder,Questionable
2019,11,Nick Bawden,DET,RB,Foot,Questionable
2019,11,Chris Thompson,WAS,RB,Toe,Out
2019,12,Damien Harris,NWE,RB,Hamstring,Questionable
2019,15,Taiwan Jones,HOU,RB,Hamstring,Questionable
2019,17,Jordan Wilkins,IND,RB,Ankle,Out
2020,1,Darrynton Evans,TEN,RB,Hamstring,Out
2020,2,Phillip Lindsay,DEN,RB,Foot,Out
2020,2,Darrynton Evans,TEN,RB,Hamstring,Out
2020,3,Justin Jackson,LAC,RB,Quadricep,Doubtful
2020,3,James White,NWE,RB,Not Injury Related,Out
2020,3,Ty Montgomery,NOR,RB,Hamstring,Questionable
2020,4,Justice Hill,BAL,RB,Thigh,Questionable
2020,6,Jeffery Wilson,SFO,RB,Calf,Questionable
2020,8,Miles Sanders,PHI,RB,Knee,Out
2020,10,Justin Jackson,LAC,RB,Knee,Out
2020,16,Christian McCaffrey,CAR,RB,Thigh,Doubtful
2020,16,Clyde Edwards-Helaire,KAN,RB,Ankle,Out
2020,16,Cam Akers,LAR,RB,Ankle,Out
2020,17,LeVante Bellamy,DEN,RB,Ankle,Questionable
2020,17,Cam Akers,LAR,RB,Ankle,Questionable
2021,5,Taiwan Jones,BUF,RB,Hamstring,Questionable
2021,5,Christian McCaffrey,CAR,RB,Hamstring,Doubtful
2021,5,D'Andre Swift,DET,RB,Groin,Questionable
2021,5,Jordan Wilkins,IND,RB,Non-Football Illness,Out
2021,7,Dwayne Washington,NOR,RB,Neck,Out
2021,8,Chris Evans,CIN,RB,Hamstring,Out
2021,8,D'Andre Swift,DET,RB,Groin,Questionable
2021,8,Austin Ekeler,LAC,RB,Hip,Questionable
2021,9,Jonathan Ward,ARI,RB,Concussion,Out
2021,10,James Robinson,JAX,RB,Heel,Questionable
2021,11,Cordarrelle Patterson,ATL,RB,Ankle,Questionable
2021,11,Jamaal Williams,DET,RB,Thigh,Questionable
2021,11,Aaron Jones,GNB,RB,Knee,Out
2021,12,Elijah Mitchell,SFO,RB,"Rib, Finger",Questionable
2021,13,Boston Scott,PHI,RB,Illness,Questionable
2021,15,Austin Ekeler,LAC,RB,Ankle,Questionable
2021,15,Brandon Bolden,NWE,RB,Knee,Questionable
2021,16,D'Andre Swift,DET,RB,Shoulder,Questionable
2021,16,Damien Harris,NWE,RB,Hamstring,Questionable
2021,16,Antonio Gibson,WAS,RB,Toe,Questionable
2022,2,Brandon Bolden,LVR,RB,Hamstring,Doubtful
2022,2,Dontrell Hilliard,TEN,RB,Hamstring,Out
2022,4,Cordarrelle Patterson,ATL,RB,Knee,Questionable
2022,4,D'Andre Swift,DET,RB,"Shoulder, Ankle",Out
2022,6,Darrel Williams,ARI,RB,Knee,Out
2022,12,Joe Mixon,CIN,RB,Concussion,Out
2022,13,Damien Harris,NWE,RB,Thigh,Out
2022,14,Josh Jacobs,LVR,RB,"Quadricep, Calf",Questionable
2022,18,Jason Cabinda,DET,FB,Knee,Questionable
2023,4,Travis Homer,CHI,RB,Ankle,Questionable
2023,5,Keaontay Ingram,ARI,RB,Neck,Questionable
2023,5,Keaton Mitchell,BAL,RB,Shoulder,Questionable
2023,5,Javonte Williams,DEN,RB,Quadricep,Questionable
2023,5,Jason Cabinda,DET,FB,Knee,Out
2023,6,Keaton Mitchell,BAL,RB,Shoulder,Questionable
2023,10,Pierre Strong,CLE,RB,Hamstring,Questionable
2023,11,Emari Demercado,ARI,RB,Toe,Out
2023,11,Devon Achane,MIA,RB,Knee,Questionable
2023,11,Alexander Mattison,MIN,RB,Concussion,Questionable
2023,14,Rico Dowdle,DAL,RB,Ankle,Questionable
