Season,Week,Player,Team,Position,Injuries,Game Status
2017,13,Adrian Peterson,ARI,RB,Neck,Questionable
2017,13,Matt Forte,NYJ,RB,Knee,Questionable
2017,14,Dion Lewis,NWE,RB,Illness,Questionable
2017,16,Matt Forte,NYJ,RB,Knee,Questionable
2017,17,Rod Smith,DAL,RB,Back,Questionable
2017,17,Mike Gillislee,NWE,RB,Knee,Out
2017,17,James White,NWE,RB,Ankle,Questionable
2018,2,Rex Burkhead,NWE,RB,Concussion,Questionable
2018,3,Joe Mixon,CIN,RB,Knee,Out
2018,8,Chris Thompson,WAS,RB,"Rib, Knee",Questionable
2018,13,Marlon Mack,IND,RB,Concussion,Questionable
2018,13,Josh Adams,PHI,RB,Hip,Questionable
2018,15,Rashaad Penny,SEA,RB,Knee,Out
2018,17,Kenjon Barner,CAR,RB,Knee,Questionable
2019,2,Derrius Guice,WAS,RB,Knee,Out
2019,3,Tevin Coleman,SFO,RB,Ankle,Out
2019,4,Devin Singletary,BUF,RB,Hamstring,Questionable
2019,4,Saquon Barkley,NYG,RB,Ankle,Out
2019,8,Malcolm Brown,LAR,RB,Ankle,Out
2019,8,Adrian Peterson,WAS,RB,Ankle,Questionable
2019,13,Chris Thompson,WAS,RB,Toe,Questionable
2019,14,Zach Line,NOR,RB,Knee,Out
2019,16,Derrick Henry,TEN,RB,Hamstring,Questionable
2020,1,Miles Sanders,PHI,RB,Hamstring,Out
2020,2,Duke Johnson,HOU,RB,Ankle,Questionable
2020,3,Raheem Mostert,SFO,RB,Knee,Out
2020,11,Damien Harris,NWE,RB,"Ankle, Chest",Questionable
2020,11,Dwayne Washington,NOR,RB,Back,Out
2020,13,Tyler Ervin,GNB,RB,Ribs,Questionable
2020,14,Kenyan Drake,ARI,RB,Hip,Questionable
2020,14,D'Andre Swift,DET,RB,Illness,Questionable
2020,14,Antonio Gibson,WAS,RB,Toe,Out
2020,15,Chase Edmonds,ARI,RB,Ankle,Questionable
2020,15,Alexander Mattison,MIN,RB,Illness,Questionable
2020,16,J.J. Taylor,NWE,RB,Quadricep,Questionable
2020,16,DeeJay Dallas,SEA,RB,Ankle,Out
2020,17,Le'Veon Bell,KAN,RB,Knee,Questionable
2021,5,Eno Benjamin,ARI,RB,Hamstring,Questionable
2021,5,Peyton Barber,LVR,RB,Toe,Questionable
2021,6,Ezekiel Elliott,DAL,RB,Ribs,Questionable
2021,6,Jeremy McNichols,TEN,RB,Ankle,Questionable
2021,6,Antonio Gibson,WAS,RB,Shin,Questionable
2021,7,Michael Burton,KAN,RB,Pectoral,Out
2021,7,Sony Michel,LAR,RB,Shoulder,Questionable
2021,7,Antonio Gibson,WAS,RB,Shin,Questionable
2021,8,Jamaal Williams,DET,RB,Thigh,Questionable
2021,9,Saquon Barkley,NYG,RB,"Ankle, COVID Protocol",Out
2021,11,Alec Ingold,LVR,FB,Knee,Out
2021,11,Elijah Mitchell,SFO,RB,"Rib, Finger",Doubtful
2021,11,Jeremy McNichols,TEN,RB,Concussion,Out
2021,12,Travis Homer,SEA,RB,Calf,Out
2021,13,Buddy Howell,LAR,RB,Thigh,Out
2021,15,Leonard Fournette,TAM,RB,Ankle,Questionable
2021,17,Damien Harris,NWE,RB,Hamstring,Questionable
2021,18,James Conner,ARI,RB,Heel,Questionable
2022,2,Pierre Strong,NWE,RB,Shoulder,Questionable
2022,3,J.K. Dobbins,BAL,RB,Knee,Questionable
2022,8,James Conner,ARI,RB,Ribs,Out
2022,8,Chuba Hubbard,CAR,RB,Ankle,Out
2022,12,Josh Jacobs,LVR,RB,Calf,Questionable
2022,13,Elijah Mitchell,SFO,RB,Knee,Out
2022,14,Reggie Gilliam,BUF,FB,Ankle,Out
2022,14,Trey Sermon,PHI,RB,Illness,Questionable
2022,15,Dameon Pierce,HOU,RB,Ankle,Out
2022,15,Jeffery Wilson,MIA,RB,Hip,Questionable
2022,17,Justin Jackson,DET,RB,Hip,Questionable
2023,1,Kendre Miller,NOR,RB,Hamstring,Questionable
2023,3,Cordarrelle Patterson,ATL,RB,Thigh,Questionable
2023,5,Elijah Mitchell,SFO,RB,Knee,Out
2023,6,Travis Homer,CHI,RB,Hamstring,Out
2023,6,Gary Brightwell,NYG,RB,Ankle,Questionable
2023,10,DeeJay Dallas,SEA,RB,Shoulder,Questionable
2023,12,D'Onta Foreman,CHI,RB,"Ankle, Shin",Doubtful
2023,13,Christopher Brooks,MIA,RB,Knee,Questionable
2023,14,Breece Hall,NYJ,RB,Ankle,Questionable
2023,16,Keith Smith,ATL,FB,Ankle,Doubtful
2023,16,Brian Robinson,WAS,RB,Hamstring,Out
2024,3,Raheem Mostert,MIA,RB,Chest,Doubtful
2024,4,Pierre Strong,CLE,RB,Hamstring,Out
2024,5,Nick Chubb,CLE,RB,Knee,Out
2024,5,Joe Mixon,HOU,RB,Ankle,Out
2024,5,Clyde Edwards-Helaire,KAN,RB,Illness,Doubtful
2024,7,Kenneth Walker,SEA,RB,Illness,Questionable
2024,9,Rasheen Ali,BAL,RB,Ankle,Out
2024,9,Josh Jacobs,GNB,RB,Ankle,Questionable
2024,9,Zamir White,LVR,RB,Quadricep,Questionable
2024,9,Tyjae Spears,TEN,RB,Hamstring,Out
2024,12,Jonathon Brooks,CAR,RB,Knee,Questionable
2024,14,Jase McClellan,ATL,RB,Knee,Out
2024,14,Roschon Johnson,CHI,RB,Concussion,Out
2024,16,David Montgomery,DET,RB,Knee,Out
2024,16,Tyrone Tracy,NYG,RB,Ankle,Questionable
2024,17,Kenneth Walker,SEA,RB,Ankle,Out
2024,18,Miles Sanders,CAR,RB,Ankle,Questionable
2004,16,Tatum Bell,DEN,RB,Shoulder,Probable
2005,16,Kevin Jones,DET,RB,Elbow,Questionable
2005,1,Justin Fargas,OAK,RB,Knee,Questionable
2005,16,Chris Brown,TEN,RB,Shoulder,Questionable
2006,16,Ahman Green,GNB,RB,Knee,Probable
2008,15,Garrett Wolfe,CHI,RB,Hamstring,Doubtful
2008,14,Peyton Hillis,DEN,RB,Hip,Probable
2008,10,Najeh Davenport,IND,RB,Hamstring,Questionable
2008,12,Fred Taylor,JAX,RB,Neck,Probable
2005,7,Larry Johnson,KAN,RB,Quadricep,Probable
2005,16,Omar Easy,OAK,RB,Knee,Probable
2008,12,Jerious Norwood,ATL,RB,Rib,Questionable
2008,15,Ahmad Bradshaw,NYG,RB,Neck,Probable
2010,1,Andre Brown,IND,RB,Toe,Questionable
2012,11,Johnny White,BUF,RB,Illness,Probable
2008,12,Deuce McAllister,NOR,RB,Knee,Probable
2008,11,Frank Gore,SFO,RB,Neck,Probable
2010,1,Laurence Maroney,DEN,RB,Thigh,Questionable
2008,10,LaMont Jordan,NWE,RB,Calf,Questionable
2013,16,Peyton Hillis,TAM,RB,Concussion,Out
2020,6,Giovani Bernard,CIN,RB,,Questionable
2014,3,Ben Tate,MIN,RB,Knee,Out
2013,2,Leon Washington,TEN,RB,Thigh,Questionable
2022,6,Melvin Gordon,KAN,RB,"Neck, Ribs",Questionable
2023,15,Emari Demercado,ARI,RB,,Questionable
2023,5,Keaontay Ingram,KAN,RB,Neck,Questionable
2024,9,DeeJay Dallas,ARI,RB,Shin,Questionable
2024,15,Braelon Allen,NYJ,RB,Back,Questionable
2024,5,Nyheim Hines,CLE,RB,Knee,Out
2024,4,Tyler Badie,DEN,RB,Back,Out
2024,1,Kenneth Walker III,SEA,RB,Abdomen,Questionable
2002,1,Damon Washington,NYG,RB,Knee,Probable
2009,1,Jerious Norwood,ATL,RB,Knee,Probable
2009,1,Sammy Morris,NWE,RB,Finger,Probable
2009,1,Justin Fargas,OAK,RB,Hamstring,Questionable
2009,2,Cedric Peerman,CLE,RB,Thigh,Questionable
2009,2,Shonn Greene,NYJ,RB,Rib,Probable
2009,3,Brad Hoover,CAR,RB,Back,Doubtful
2009,3,Earnest Graham,TAM,RB,Hamstring,Questionable
2009,4,Frank Gore,SFO,RB,"Ankle, Foot",Out
2009,6,Jason Wright,ARI,RB,Back,Questionable
2009,6,Pierre Thomas,NOR,RB,Hamstring,Probable
2009,6,Clinton Portis,WAS,RB,Calf,Probable
2009,10,Matt Lawrence,BAL,RB,Knee,Questionable
2009,10,Tony Fiammetta,CAR,RB,Concussion,Questionable
2009,10,Jonathan Stewart,CAR,RB,Achilles,Questionable
2009,10,Frank Gore,SFO,RB,Eye Lid,Probable
2009,12,Ricky Williams,MIA,RB,Chest,Probable
2009,12,Mike Sellers,WAS,RB,Hamstring,Questionable
2009,13,Mike Tolbert,SDG,RB,Not Injury Related,Probable
2009,15,Fred Taylor,NWE,RB,Ankle,Questionable
2009,15,Ahmad Bradshaw,NYG,RB,"Ankle, Foot",Probable
2009,16,Chris Jennings,CLE,RB,Shoulder,Probable
2009,16,Correll Buckhalter,DEN,RB,Ankle,Probable
2009,17,Jerome Harrison,CLE,RB,Hip,Probable
2009,17,Shonn Greene,NYJ,RB,Shoulder,Probable
2009,17,Jacob Hester,SDG,RB,Shoulder,Doubtful
2009,17,Julius Jones,SEA,RB,Rib,Questionable
2010,2,Chris Wells,ARI,RB,Knee,Questionable
2010,3,Brian Leonard,CIN,RB,Foot,Probable
2010,3,Fred Taylor,NWE,RB,Toe,Probable
2010,4,Knowshon Moreno,DEN,RB,Hamstring,Out
2010,4,Aaron Brown,DET,RB,Finger,Out
2010,4,Keiland Williams,WAS,RB,Ankle,Questionable
2010,5,Spencer Larsen,DEN,RB,Ankle,Out
2010,5,Darren McFadden,OAK,RB,Hamstring,Out
2010,5,Ryan Mathews,SDG,RB,Ankle,Probable
2010,5,Steven Jackson,STL,RB,Groin,Probable
2010,6,Le'Ron McClain,BAL,RB,"Shoulder, Knee",Probable
2010,8,Anthony Dixon,SFO,RB,Hamstring,Questionable
2010,9,Felix Jones,DAL,RB,Ankle,Probable
2010,9,Pierre Thomas,NOR,RB,Ankle,Out
2010,11,Korey Hall,GNB,RB,Back,Questionable
2010,11,Ryan Torain,WAS,RB,Hamstring,Out
2010,12,Felix Jones,DAL,RB,Hip,Questionable
2010,13,Jason Snelling,ATL,RB,Hamstring,Questionable
2010,13,Mike Tolbert,SDG,RB,Hand,Questionable
2010,13,Brian Westbrook,SFO,RB,Ankle,Probable
2010,13,Carnell Williams,TAM,RB,Ribs,Probable
2010,14,Ahmad Bradshaw,NYG,RB,Wrist,Probable
2010,15,Jason Snelling,ATL,RB,Hamstring,Questionable
2010,16,Mike Hart,IND,RB,Ankle,Questionable
2011,1,Brian Leonard,CIN,RB,Finger,Probable
2011,1,Maurice Morris,DET,RB,Hand,Probable
2011,1,John Conner,NYJ,RB,Ankle,Probable
2011,2,Derrick Ward,HOU,RB,"Ankle, Shoulder",Out
2011,2,Daniel Thomas,MIA,RB,Hamstring,Probable
2011,5,Michael Bush,OAK,RB,Ankle,Probable
2011,6,Marcel Reece,OAK,RB,Ankle,Questionable
2011,6,Mewelde Moore,PIT,RB,Ankle,Out
2011,7,Jahvid Best,DET,RB,Concussion,Out
2011,7,James Casey,HOU,RB,Chest,Doubtful
2011,7,Montell Owens,JAX,RB,Knee,Probable
2011,7,Le'Ron McClain,KAN,RB,Neck,Probable
2011,8,Tashard Choice,DAL,RB,Shoulder,Questionable
2011,8,Lorenzo Booker,MIN,RB,Concussion,Questionable
2011,8,Jacob Hester,SDG,RB,Foot,Probable
2011,8,Ryan Mathews,SDG,RB,Thumb,Probable
2011,8,Marshawn Lynch,SEA,RB,Back,Probable
2011,9,Moran Norris,SFO,RB,Fibula,Questionable
2011,10,Spencer Larsen,DEN,RB,Shoulder,Probable
2011,10,Steven Jackson,STL,RB,Foot,Probable
2011,11,Joe McKnight,NYJ,RB,Toe,Probable
2011,12,Danny Ware,NYG,RB,Concussion,Probable
2011,12,Taiwan Jones,OAK,RB,Hamstring,Questionable
2011,13,Michael Turner,ATL,RB,Groin,Questionable
2011,13,Peyton Hillis,CLE,RB,Hamstring,Probable
2011,14,Lawrence Vickers,HOU,RB,Hamstring,Questionable
2011,15,Anthony Allen,BAL,RB,Thigh,Probable
2011,15,Kevin Smith,DET,RB,Ankle,Questionable
2011,15,Lawrence Vickers,HOU,RB,Hamstring,Probable
2011,16,Felix Jones,DAL,RB,Hamstring,Questionable
2011,16,Greg Jones,JAX,RB,Hamstring,Probable
2011,16,BenJarvus Green-Ellis,NWE,RB,Illness,Questionable
2011,16,Joe McKnight,NYJ,RB,"Shoulder, Elbow",Questionable
2011,17,Bruce Miller,SFO,RB,Knee,Questionable
2011,17,Chris Johnson,TEN,RB,Ankle,Questionable
2012,1,DeMarco Murray,DAL,RB,Wrist,Probable
2012,2,Chris Wells,ARI,RB,Knee,Probable
2012,2,Trent Richardson,CLE,RB,Knee,Probable
2012,2,Jonathan Dwyer,PIT,RB,Foot,Probable
2012,3,Bernard Scott,CIN,RB,Hand,Probable
2012,3,Lamar Miller,MIA,RB,Ankle,Probable
2012,4,Antone Smith,ATL,RB,Hamstring,Out
2012,5,Antone Smith,ATL,RB,Hamstring,Probable
2012,5,Marshawn Lynch,SEA,RB,Not Injury Related,Probable
2012,7,Rashard Mendenhall,PIT,RB,Achilles,Out
2012,7,Brandon Jacobs,SFO,RB,Knee,Questionable
2012,8,Montario Hardesty,CLE,RB,Knee,Probable
2012,8,John Kuhn,GNB,RB,Hamstring,Out
2012,8,Donald Brown,IND,RB,Knee,Questionable
2012,8,Montell Owens,JAX,RB,Shoulder,Doubtful
2012,9,Mike Goodson,OAK,RB,Toe,Probable
2012,10,Rashard Mendenhall,PIT,RB,Achilles,Doubtful
2012,12,Fred Jackson,BUF,RB,Concussion,Probable
2012,12,Ben Tate,HOU,RB,Hamstring,Questionable
2012,13,William Powell,ARI,RB,Shoulder,Probable
2012,13,Dorin Dickerson,BUF,RB,Not Injury Related,Probable
2012,14,Michael Turner,ATL,RB,Elbow,Questionable
2012,14,James Starks,GNB,RB,Knee,Out
2012,15,Chris Wells,ARI,RB,Knee,Probable
2012,15,Montario Hardesty,CLE,RB,Knee,Probable
2012,15,Felix Jones,DAL,RB,Knee,Probable
2012,15,Chris Polk,PHI,RB,Toe,Questionable
2012,16,C.J. Spiller,BUF,RB,Shoulder,Probable
2012,16,Jed Collins,NOR,RB,"Knee, Toe",Out
2012,16,Bruce Miller,SFO,RB,Shoulder,Probable
2012,16,Steven Jackson,STL,RB,Illness,Probable
2012,17,Trent Richardson,CLE,RB,Ankle,Out
2013,1,Le'Veon Bell,PIT,RB,Foot,Out
2013,1,Mike James,TAM,RB,Eye,Questionable
2013,2,Arian Foster,HOU,RB,Calf,Probable
2013,2,Bilal Powell,NYJ,RB,Shoulder,Probable
2013,2,Erik Lorig,TAM,RB,Calf,Probable
2013,3,C.J. Anderson,DEN,RB,Knee,Probable
2013,3,Maurice Jones-Drew,JAX,RB,Ankle,Questionable
2013,4,Reggie Bush,DET,RB,Knee,Probable
2013,4,Brandon Bolden,NWE,RB,Knee,Questionable
2013,4,Jamize Olawale,OAK,RB,Ankle,Probable
2013,5,Arian Foster,HOU,RB,"Thumb, Back",Probable
2013,5,Leon Washington,NWE,RB,Thigh,Questionable
2013,6,Jamaal Charles,KAN,RB,Toes,Probable
2013,6,Brandon Bolden,NWE,RB,Knee,Questionable
2013,7,Theo Riddick,DET,RB,Concussion,Questionable
2013,7,Jordan Todman,JAX,RB,Thigh,Probable
2013,7,Brandon Bolden,NWE,RB,Knee,Questionable
2013,7,Chris Ivory,NYJ,RB,Hamstring,Probable
2013,9,Willis McGahee,CLE,RB,Knee,Probable
2013,11,Anthony Sherman,KAN,RB,"Knee, Calf",Probable
2013,11,Matt Asiata,MIN,RB,Shoulder,Doubtful
2013,11,Jerome Felton,MIN,RB,Back,Probable
2013,11,Darren McFadden,OAK,RB,Hamstring,Out
2013,11,Bruce Miller,SFO,RB,Hamstring,Questionable
2013,12,Adrian Peterson,MIN,RB,Groin,Questionable
2013,13,Adrian Peterson,MIN,RB,Groin,Probable
2013,15,C.J. Anderson,DEN,RB,Illness,Probable
2013,15,Lamar Miller,MIA,RB,Concussion,Probable
2013,15,Shane Vereen,NWE,RB,Wrist,Probable
2013,15,Darren McFadden,OAK,RB,Ankle,Out
2013,15,Marshawn Lynch,SEA,RB,Shoulder,Probable
2013,17,Brad Smelley,HOU,RB,"Calf, Back",Probable
2013,17,Pierre Thomas,NOR,RB,Eye,Probable
2013,17,Andre Brown,NYG,RB,Concussion,Probable
2014,3,DeAngelo Williams,CAR,RB,Thigh,Questionable
2014,3,Mike Tolbert,CAR,RB,Chest,Probable
2014,3,Joique Bell,DET,RB,Knee,Probable
2014,3,Chris Johnson,NYJ,RB,Ankle,Probable
2014,3,Roy Helu,WAS,RB,Quadricep,Probable
2014,4,Jonathan Stewart,CAR,RB,Knee,Questionable
2014,4,De'Anthony Thomas,KAN,RB,Hamstring,Questionable
2014,5,Ben Tate,CLE,RB,Knee,Probable
2014,5,Jerick McKinnon,MIN,RB,Ankle,Probable
2014,5,Erik Lorig,NOR,RB,Ankle,Out
2014,5,Chris Johnson,NYJ,RB,Ankle,Probable
2014,6,Ryan Mathews,SDG,RB,Knee,Out
2014,7,Fozzy Whittaker,CAR,RB,Thigh,Doubtful
2014,7,Jonathan Stewart,CAR,RB,Knee,Probable
2014,7,Zac Stacy,STL,RB,Ankle,Probable
2014,9,Darren Sproles,PHI,RB,Knee,Probable
2014,10,Giovani Bernard,CIN,RB,Hip,Doubtful
2014,10,Montee Ball,DEN,RB,Groin,Questionable
2014,10,Jordan Todman,JAX,RB,Quadricep,Probable
2014,11,Ryan Mathews,SDG,RB,Knee,Probable
2014,12,Cedric Peerman,CIN,RB,Hip,Probable
2014,12,Mark Ingram,NOR,RB,Shoulder,Probable
2014,13,Mike Tolbert,CAR,RB,Knee,Probable
2014,14,Isaiah Crowell,CLE,RB,Hip,Questionable
2014,16,Arian Foster,HOU,RB,Hip,Probable
2014,17,Steven Jackson,ATL,RB,Quadricep,Questionable
2014,17,DeAngelo Williams,CAR,RB,Hand,Probable
2014,17,DeMarco Murray,DAL,RB,"Hand, Illness",Probable
2014,17,Matt Asiata,MIN,RB,Foot,Probable
2014,17,Jonas Gray,NWE,RB,Ankle,Out
2014,17,Marshawn Lynch,SEA,RB,Back,Probable
2015,2,Todd Gurley,STL,RB,Knee,Questionable
2015,3,Jonathan Stewart,CAR,RB,Knee,Questionable
2015,3,C.J. Anderson,DEN,RB,"Ankle, Toe",Probable
2015,6,Justin Forsett,BAL,RB,Ankle,Questionable
2015,6,Karlos Williams,BUF,RB,Concussion,Out
2015,6,Alfred Blue,HOU,RB,Toe,Questionable
2015,6,Matt Jones,WAS,RB,Toe,Questionable
2015,8,Derrick Coleman,SEA,RB,Concussion,Probable
2015,10,Matt Forte,CHI,RB,Knee,Questionable
2015,10,Toby Gerhart,JAX,RB,Groin,Probable
2015,11,Joique Bell,DET,RB,Shoulder,Probable
2015,11,Marshawn Lynch,SEA,RB,Abdomen,Questionable
2015,11,Carlos Hyde,SFO,RB,Foot,Out
2015,11,Alfred Morris,WAS,RB,Rib,Probable
2015,12,Charcandrick West,KAN,RB,Hamstring,Questionable
2015,14,Chris Polk,HOU,RB,Knee,Probable
2015,14,Carlos Hyde,SFO,RB,Foot,Out
2015,15,Lamar Miller,MIA,RB,Ankle,Probable
2015,15,Marshawn Lynch,SEA,RB,Abdomen,Out
2015,16,Tevin Coleman,ATL,RB,Concussion,Out
2015,16,Chris Polk,HOU,RB,Knee,Probable
2015,16,Chris Thompson,WAS,RB,Shoulder,Probable
2015,17,Adrian Peterson,MIN,RB,"Ankle, Shoulder",Probable
2016,1,Kenneth Dixon,BAL,RB,Knee,Out
2016,1,Jay Ajayi,MIA,RB,Not Injury Related,Out
2016,2,C.J. Prosise,SEA,RB,Wrist,Questionable
2016,3,Taiwan Jones,OAK,RB,Knee,Questionable
2016,5,Mike Tolbert,CAR,RB,Hamstring,Questionable
2016,5,Jonathan Grimes,HOU,RB,Ankle,Out
2016,5,Arian Foster,MIA,RB,Hamstring,Doubtful
2016,10,Thomas Rawls,SEA,RB,Fibula,Out
2016,12,T.J. Yeldon,JAX,RB,Ankle,Questionable
2016,14,Daniel Lasco,NOR,RB,Hamstring,Questionable
2016,16,Jerome Felton,BUF,RB,Foot,Questionable
2016,17,James Starks,GNB,RB,Concussion,Out
2016,17,Rob Kelley,WAS,RB,Knee,Questionable
2017,2,Benny Cunningham,CHI,RB,Ankle,Doubtful
2017,3,DeMarco Murray,TEN,RB,Hamstring,Questionable
2017,4,Terron Ward,ATL,RB,"Neck, Shoulder",Out
2017,4,C.J. Prosise,SEA,RB,Ankle,Doubtful
2017,9,Lawrence Thomas,NYJ,RB,Concussion,Out
2017,11,Terrance West,BAL,RB,Calf,Questionable
2017,12,Terrance West,BAL,RB,Calf,Questionable
2017,12,Devante Mays,GNB,RB,Ankle,Questionable
2017,12,Matt Forte,NYJ,RB,Knee,Questionable
2017,12,Mike Davis,SEA,RB,Groin,Doubtful
2017,14,Jamize Olawale,OAK,RB,Ankle,Questionable
2017,15,Tevin Coleman,ATL,RB,Concussion,Out
2017,15,Joe Mixon,CIN,RB,Concussion,Questionable
2017,16,Austin Ekeler,LAC,RB,Hand,Questionable
2018,2,Kenneth Dixon,BAL,RB,Knee,Out
2018,3,Derek Watt,LAC,RB,Thumb,Questionable
2018,3,Dalvin Cook,MIN,RB,Hamstring,Out
2018,5,Corey Clement,PHI,RB,Quadricep,Questionable
2018,6,Isaiah Crowell,NYJ,RB,Ankle,Questionable
2018,6,Matt Breida,SFO,RB,"Shoulder, Ankle",Questionable
2018,7,Sony Michel,NWE,RB,Knee,Questionable
2018,12,David Fluellen,TEN,RB,Knee,Out
2018,13,Benny Cunningham,CHI,RB,Ankle,Doubtful
2018,13,Darren Sproles,PHI,RB,Hamstring,Questionable
2018,14,Melvin Gordon,LAC,RB,Knee,Out
2018,15,Ito Smith,ATL,RB,"Back, Knee",Questionable
2018,16,LeGarrette Blount,DET,RB,Calf,Questionable
2019,2,Andy Janovich,DEN,RB,Pectoral,Out
2019,2,Jonathan Williams,IND,RB,Rib,Out
2019,5,Devin Singletary,BUF,RB,Hamstring,Questionable
2019,11,Darren Sproles,PHI,RB,Quadricep,Out
2019,11,Benny Snell,PIT,RB,Knee,Out
2019,16,Bo Scarbrough,DET,RB,Ribs,Questionable
2020,6,Melvin Gordon,DEN,RB,Illness,Questionable
2020,8,Phillip Lindsay,DEN,RB,Concussion,Questionable
2020,8,Jeffery Wilson,SFO,RB,Ankle,Out
2020,9,Troymaine Pope,LAC,RB,Concussion,Doubtful
2020,9,Josh Jacobs,LVR,RB,"Knee, Illness",Questionable
2020,10,David Montgomery,CHI,RB,Concussion,Out
2020,11,Christian McCaffrey,CAR,RB,Shoulder,Out
2020,13,Troymaine Pope,LAC,RB,Neck,Questionable
2020,14,Salvon Ahmed,MIA,RB,Shoulder,Out
2020,14,Travis Homer,SEA,RB,Knee,Doubtful
2020,15,Ezekiel Elliott,DAL,RB,Calf,Questionable
2020,15,Damien Harris,NWE,RB,Ankle,Questionable
2020,15,Travis Homer,SEA,RB,Knee,Out
2020,16,Jamaal Williams,GNB,RB,Quadricep,Doubtful
2020,16,C.J. Ham,MIN,RB,Quadricep,Questionable
2020,16,Damien Harris,NWE,RB,Ankle,Questionable
2020,17,Damien Harris,NWE,RB,Ankle,Out
2021,10,Zack Moss,BUF,RB,Concussion,Questionable
2021,11,Jonathan Ward,ARI,RB,Concussion,Out
2021,12,Jordan Howard,PHI,RB,Knee,Out
2021,12,Jeremy McNichols,TEN,RB,Concussion,Out
2021,13,Rashaad Penny,SEA,RB,Hamstring,Questionable
2021,14,Reggie Gilliam,BUF,FB,Ankle,Questionable
2021,14,Trenton Cannon,SFO,RB,Concussion,Out
2021,15,James Conner,ARI,RB,Ankle,Questionable
2021,15,Tony Pollard,DAL,RB,Foot,Questionable
2021,16,Gary Brightwell,NYG,RB,Neck,Out
2021,16,Elijah Mitchell,SFO,RB,Knee,Out
2022,2,Dwayne Washington,NOR,RB,Hamstring,Questionable
2022,6,Jonathan Taylor,IND,RB,Ankle,Questionable
2022,8,Cam Akers,LAR,RB,Not injury related - personal matter,Out
2022,9,J.D. McKissic,WAS,RB,Neck,Out
2022,10,Chuba Hubbard,CAR,RB,Ankle,Questionable
2022,11,J.D. McKissic,WAS,RB,Neck,Out
2022,12,Caleb Huntley,ATL,RB,Ankle,Questionable
2022,12,Mark Ingram,NOR,RB,Knee,Questionable
2023,2,Austin Ekeler,LAC,RB,Ankle,Doubtful
2023,4,Saquon Barkley,NYG,RB,Ankle,Doubtful
2023,5,Jahmyr Gibbs,DET,RB,Hamstring,Questionable
2023,6,Miles Sanders,CAR,RB,Shoulder,Out
2023,6,Jahmyr Gibbs,DET,RB,Hamstring,Out
2023,6,Kene Nwangwu,MIN,RB,Back,Questionable
2023,8,David Montgomery,DET,RB,Ribs,Out
2023,8,Zack Moss,IND,RB,"Elbow, Heel",Questionable
2023,9,Emari Demercado,ARI,RB,Toe,Out
2023,10,Emari Demercado,ARI,RB,Toe,Out
2023,10,James Conner,ARI,RB,Knee,Questionable
2023,10,Jashaun Corbin,NYG,RB,Hamstring,Questionable
2023,11,D'Onta Foreman,CHI,RB,Ankle,Questionable
2023,11,Alec Ingold,MIA,FB,Foot,Questionable
2023,11,Antonio Gibson,WAS,RB,Toe,Doubtful
2023,12,Dameon Pierce,HOU,RB,Ankle,Questionable
2023,15,Isiah Pacheco,KAN,RB,Shoulder,Out
2023,15,Elijah Mitchell,SFO,RB,Knee,Out
2023,16,Jason Cabinda,DET,FB,Knee,Out
2023,16,Kendre Miller,NOR,RB,Ankle,Questionable
2023,17,Israel Abanikanda,NYJ,RB,Ankle,Questionable
2023,18,A.J. Dillon,GNB,RB,"Thumb, Neck",Out
2023,18,Jakob Johnson,LVR,FB,Back,Questionable
2024,1,MarShawn Lloyd,GNB,RB,Hamstring,Questionable
2024,1,Antonio Gibson,NWE,RB,Hip,Questionable
2024,3,Pierre Strong,CLE,RB,Hamstring,Out
2024,4,Alvin Kamara,NOR,RB,"Hip, Ribs",Questionable
2024,9,Zack Moss,CIN,RB,Neck,Doubtful
2024,10,Jamaal Williams,NOR,RB,Groin,Questionable
2024,10,Christian McCaffrey,SFO,RB,Achilles,Questionable
2024,13,David Montgomery,DET,RB,Shoulder,Questionable
2024,13,Tyjae Spears,TEN,RB,Concussion,Questionable
2024,16,DeeJay Dallas,ARI,RB,Illness,Questionable
2024,16,Travis Homer,CHI,RB,Hamstring,Doubtful
2024,16,Jamycal Hasty,NWE,RB,Ankle,Out
2024,18,Gus Edwards,LAC,RB,Ankle,Out
2004,15,Duce Staley,PIT,RB,Hamstring,Questionable
2004,15,Verron Haynes,PIT,RB,Knee,Questionable
2008,16,Ray Rice,BAL,RB,Calf,Questionable
2008,12,Jason Wright,CLE,RB,Neck,Probable
2008,12,Jerome Felton,DET,RB,Ankle,Probable
2008,10,Ahman Green,HOU,RB,Thigh,Probable
2008,14,Mike Karney,NOR,RB,Knee,Probable
2008,16,Brandon Jacobs,NYG,RB,Knee,Questionable
2008,16,Mike Tolbert,SDG,RB,Shoulder,Probable
2008,12,Ladell Betts,WAS,RB,Knee,Probable
2008,15,Ray Rice,BAL,RB,Calf,Doubtful
2008,14,Charles Ali,CLE,RB,Ribs,Doubtful
2008,12,Steve Slaton,HOU,RB,Chest,Probable
2008,11,Darren McFadden,OAK,RB,Toe,Questionable
2008,15,Frank Gore,SFO,RB,Ankle,Questionable
2008,11,Ladell Betts,WAS,RB,Knee,Probable
2008,14,Kenny Watson,CIN,RB,Hamstring,Doubtful
2008,11,Reggie Bush,NOR,RB,Knee,Out
2008,14,Ahmad Bradshaw,NYG,RB,Neck,Probable
2008,10,Darren McFadden,OAK,RB,Toe,Questionable
